Selectivity,end,end_year,start_year,Sex,year,Age,proportion,year2
Fishery,19,1994,1975,Female,1994,2,0.0013966236972450556,1994
Fishery,45,2020,1995,Female,1995,2,4.2134564886210704e-5,1995
Fishery,45,2020,1995,Female,1996,2,4.2134564886210704e-5,1996
Fishery,45,2020,1995,Female,1997,2,4.2134564886210704e-5,1997
Fishery,45,2020,1995,Female,1998,2,4.2134564886210704e-5,1998
Fishery,45,2020,1995,Female,1999,2,4.2134564886210704e-5,1999
Fishery,45,2020,1995,Female,2000,2,4.2134564886210704e-5,2000
Fishery,45,2020,1995,Female,2001,2,4.2134564886210704e-5,2001
Fishery,45,2020,1995,Female,2002,2,4.2134564886210704e-5,2002
Fishery,45,2020,1995,Female,2003,2,4.2134564886210704e-5,2003
Fishery,45,2020,1995,Female,2004,2,4.2134564886210704e-5,2004
Fishery,45,2020,1995,Female,2005,2,4.2134564886210704e-5,2005
Fishery,45,2020,1995,Female,2006,2,4.2134564886210704e-5,2006
Fishery,45,2020,1995,Female,2007,2,4.2134564886210704e-5,2007
Fishery,45,2020,1995,Female,2008,2,4.2134564886210704e-5,2008
Fishery,45,2020,1995,Female,2009,2,4.2134564886210704e-5,2009
Fishery,45,2020,1995,Female,2010,2,4.2134564886210704e-5,2010
Fishery,45,2020,1995,Female,2011,2,4.2134564886210704e-5,2011
Fishery,45,2020,1995,Female,2012,2,4.2134564886210704e-5,2012
Fishery,45,2020,1995,Female,2013,2,4.2134564886210704e-5,2013
Fishery,45,2020,1995,Female,2014,2,4.2134564886210704e-5,2014
Fishery,45,2020,1995,Female,2015,2,4.2134564886210704e-5,2015
Fishery,45,2020,1995,Female,2016,2,4.2134564886210704e-5,2016
Fishery,45,2020,1995,Female,2017,2,4.2134564886210704e-5,2017
Fishery,45,2020,1995,Female,2018,2,4.2134564886210704e-5,2018
Fishery,45,2020,1995,Female,2019,2,4.2134564886210704e-5,2019
Fishery,45,2020,1995,Female,2020,2,4.2134564886210704e-5,2020
Survey,45,2020,1975,Male,1975,2,2.688199170060625e-4,1975
Survey,45,2020,1975,Male,1976,2,2.688199170060625e-4,1976
Survey,45,2020,1975,Male,1977,2,2.688199170060625e-4,1977
Survey,45,2020,1975,Male,1978,2,2.688199170060625e-4,1978
Survey,45,2020,1975,Male,1979,2,2.688199170060625e-4,1979
Survey,45,2020,1975,Male,1980,2,2.688199170060625e-4,1980
Survey,45,2020,1975,Male,1981,2,2.688199170060625e-4,1981
Survey,45,2020,1975,Male,1982,2,2.688199170060625e-4,1982
Survey,45,2020,1975,Male,1983,2,2.688199170060625e-4,1983
Survey,45,2020,1975,Male,1984,2,2.688199170060625e-4,1984
Survey,45,2020,1975,Male,1985,2,2.688199170060625e-4,1985
Survey,45,2020,1975,Male,1986,2,2.688199170060625e-4,1986
Survey,45,2020,1975,Male,1987,2,2.688199170060625e-4,1987
Survey,45,2020,1975,Male,1988,2,2.688199170060625e-4,1988
Survey,45,2020,1975,Male,1989,2,2.688199170060625e-4,1989
Survey,45,2020,1975,Male,1990,2,2.688199170060625e-4,1990
Survey,45,2020,1975,Male,1991,2,2.688199170060625e-4,1991
Survey,45,2020,1975,Male,1992,2,2.688199170060625e-4,1992
Survey,45,2020,1975,Male,1993,2,2.688199170060625e-4,1993
Survey,45,2020,1975,Male,1994,2,2.688199170060625e-4,1994
Survey,45,2020,1975,Male,1995,2,2.688199170060625e-4,1995
Survey,45,2020,1975,Male,1996,2,2.688199170060625e-4,1996
Survey,45,2020,1975,Male,1997,2,2.688199170060625e-4,1997
Survey,45,2020,1975,Male,1998,2,2.688199170060625e-4,1998
Survey,45,2020,1975,Male,1999,2,2.688199170060625e-4,1999
Survey,45,2020,1975,Male,2000,2,2.688199170060625e-4,2000
Survey,45,2020,1975,Male,2001,2,2.688199170060625e-4,2001
Survey,45,2020,1975,Male,2002,2,2.688199170060625e-4,2002
Survey,45,2020,1975,Male,2003,2,2.688199170060625e-4,2003
Survey,45,2020,1975,Male,2004,2,2.688199170060625e-4,2004
Survey,45,2020,1975,Male,2005,2,2.688199170060625e-4,2005
Survey,45,2020,1975,Male,2006,2,2.688199170060625e-4,2006
Survey,45,2020,1975,Male,2007,2,2.688199170060625e-4,2007
Survey,45,2020,1975,Male,2008,2,2.688199170060625e-4,2008
Survey,45,2020,1975,Male,2009,2,2.688199170060625e-4,2009
Survey,45,2020,1975,Male,2010,2,2.688199170060625e-4,2010
Survey,45,2020,1975,Male,2011,2,2.688199170060625e-4,2011
Survey,45,2020,1975,Male,2012,2,2.688199170060625e-4,2012
Survey,45,2020,1975,Male,2013,2,2.688199170060625e-4,2013
Survey,45,2020,1975,Male,2014,2,2.688199170060625e-4,2014
Survey,45,2020,1975,Male,2015,2,2.688199170060625e-4,2015
Survey,45,2020,1975,Male,2016,2,2.688199170060625e-4,2016
Survey,45,2020,1975,Male,2017,2,2.688199170060625e-4,2017
Survey,45,2020,1975,Male,2018,2,2.688199170060625e-4,2018
Survey,45,2020,1975,Male,2019,2,2.688199170060625e-4,2019
Survey,45,2020,1975,Male,2020,2,2.688199170060625e-4,2020
Survey,45,2020,1975,Female,1975,2,2.5157947581507667e-4,1975
Survey,45,2020,1975,Female,1976,2,2.5157947581507667e-4,1976
Survey,45,2020,1975,Female,1977,2,2.5157947581507667e-4,1977
Survey,45,2020,1975,Female,1978,2,2.5157947581507667e-4,1978
Survey,45,2020,1975,Female,1979,2,2.5157947581507667e-4,1979
Survey,45,2020,1975,Female,1980,2,2.5157947581507667e-4,1980
Survey,45,2020,1975,Female,1981,2,2.5157947581507667e-4,1981
Survey,45,2020,1975,Female,1982,2,2.5157947581507667e-4,1982
Survey,45,2020,1975,Female,1983,2,2.5157947581507667e-4,1983
Survey,45,2020,1975,Female,1984,2,2.5157947581507667e-4,1984
Survey,45,2020,1975,Female,1985,2,2.5157947581507667e-4,1985
Survey,45,2020,1975,Female,1986,2,2.5157947581507667e-4,1986
Survey,45,2020,1975,Female,1987,2,2.5157947581507667e-4,1987
Survey,45,2020,1975,Female,1988,2,2.5157947581507667e-4,1988
Survey,45,2020,1975,Female,1989,2,2.5157947581507667e-4,1989
Survey,45,2020,1975,Female,1990,2,2.5157947581507667e-4,1990
Survey,45,2020,1975,Female,1991,2,2.5157947581507667e-4,1991
Survey,45,2020,1975,Female,1992,2,2.5157947581507667e-4,1992
Survey,45,2020,1975,Female,1993,2,2.5157947581507667e-4,1993
Survey,45,2020,1975,Female,1994,2,2.5157947581507667e-4,1994
Survey,45,2020,1975,Female,1995,2,2.5157947581507667e-4,1995
Survey,45,2020,1975,Female,1996,2,2.5157947581507667e-4,1996
Survey,45,2020,1975,Female,1997,2,2.5157947581507667e-4,1997
Survey,45,2020,1975,Female,1998,2,2.5157947581507667e-4,1998
Survey,45,2020,1975,Female,1999,2,2.5157947581507667e-4,1999
Survey,45,2020,1975,Female,2000,2,2.5157947581507667e-4,2000
Survey,45,2020,1975,Female,2001,2,2.5157947581507667e-4,2001
Survey,45,2020,1975,Female,2002,2,2.5157947581507667e-4,2002
Survey,45,2020,1975,Female,2003,2,2.5157947581507667e-4,2003
Survey,45,2020,1975,Female,2004,2,2.5157947581507667e-4,2004
Survey,45,2020,1975,Female,2005,2,2.5157947581507667e-4,2005
Survey,45,2020,1975,Female,2006,2,2.5157947581507667e-4,2006
Survey,45,2020,1975,Female,2007,2,2.5157947581507667e-4,2007
Survey,45,2020,1975,Female,2008,2,2.5157947581507667e-4,2008
Survey,45,2020,1975,Female,2009,2,2.5157947581507667e-4,2009
Survey,45,2020,1975,Female,2010,2,2.5157947581507667e-4,2010
Survey,45,2020,1975,Female,2011,2,2.5157947581507667e-4,2011
Survey,45,2020,1975,Female,2012,2,2.5157947581507667e-4,2012
Survey,45,2020,1975,Female,2013,2,2.5157947581507667e-4,2013
Survey,45,2020,1975,Female,2014,2,2.5157947581507667e-4,2014
Survey,45,2020,1975,Female,2015,2,2.5157947581507667e-4,2015
Survey,45,2020,1975,Female,2016,2,2.5157947581507667e-4,2016
Survey,45,2020,1975,Female,2017,2,2.5157947581507667e-4,2017
Survey,45,2020,1975,Female,2018,2,2.5157947581507667e-4,2018
Survey,45,2020,1975,Female,2019,2,2.5157947581507667e-4,2019
Survey,45,2020,1975,Female,2020,2,2.5157947581507667e-4,2020
Fishery,19,1994,1975,Male,1975,3,2.5206082931616177e-5,1975
Fishery,19,1994,1975,Male,1976,3,2.5206082931616177e-5,1976
Fishery,19,1994,1975,Male,1977,3,2.5206082931616177e-5,1977
Fishery,19,1994,1975,Male,1978,3,2.5206082931616177e-5,1978
Fishery,19,1994,1975,Male,1979,3,2.5206082931616177e-5,1979
Fishery,19,1994,1975,Male,1980,3,2.5206082931616177e-5,1980
Fishery,19,1994,1975,Male,1981,3,2.5206082931616177e-5,1981
Fishery,19,1994,1975,Male,1982,3,2.5206082931616177e-5,1982
Fishery,19,1994,1975,Male,1983,3,2.5206082931616177e-5,1983
Fishery,19,1994,1975,Male,1984,3,2.5206082931616177e-5,1984
Fishery,19,1994,1975,Male,1985,3,2.5206082931616177e-5,1985
Fishery,19,1994,1975,Male,1986,3,2.5206082931616177e-5,1986
Fishery,19,1994,1975,Male,1987,3,2.5206082931616177e-5,1987
Fishery,19,1994,1975,Male,1988,3,2.5206082931616177e-5,1988
Fishery,19,1994,1975,Male,1989,3,2.5206082931616177e-5,1989
Fishery,19,1994,1975,Male,1990,3,2.5206082931616177e-5,1990
Fishery,19,1994,1975,Male,1991,3,2.5206082931616177e-5,1991
Fishery,19,1994,1975,Male,1992,3,2.5206082931616177e-5,1992
Fishery,19,1994,1975,Male,1993,3,2.5206082931616177e-5,1993
Fishery,19,1994,1975,Male,1994,3,2.5206082931616177e-5,1994
Fishery,45,2020,1995,Male,1995,3,2.2387473085514175e-4,1995
Fishery,45,2020,1995,Male,1996,3,2.2387473085514175e-4,1996
Fishery,45,2020,1995,Male,1997,3,2.2387473085514175e-4,1997
Fishery,45,2020,1995,Male,1998,3,2.2387473085514175e-4,1998
Fishery,45,2020,1995,Male,1999,3,2.2387473085514175e-4,1999
Fishery,45,2020,1995,Male,2000,3,2.2387473085514175e-4,2000
Fishery,45,2020,1995,Male,2001,3,2.2387473085514175e-4,2001
Fishery,45,2020,1995,Male,2002,3,2.2387473085514175e-4,2002
Fishery,45,2020,1995,Male,2003,3,2.2387473085514175e-4,2003
Fishery,45,2020,1995,Male,2004,3,2.2387473085514175e-4,2004
Fishery,45,2020,1995,Male,2005,3,2.2387473085514175e-4,2005
Fishery,45,2020,1995,Male,2006,3,2.2387473085514175e-4,2006
Fishery,45,2020,1995,Male,2007,3,2.2387473085514175e-4,2007
Fishery,45,2020,1995,Male,2008,3,2.2387473085514175e-4,2008
Fishery,45,2020,1995,Male,2009,3,2.2387473085514175e-4,2009
Fishery,45,2020,1995,Male,2010,3,2.2387473085514175e-4,2010
Fishery,45,2020,1995,Male,2011,3,2.2387473085514175e-4,2011
Fishery,45,2020,1995,Male,2012,3,2.2387473085514175e-4,2012
Fishery,45,2020,1995,Male,2013,3,2.2387473085514175e-4,2013
Fishery,45,2020,1995,Male,2014,3,2.2387473085514175e-4,2014
Fishery,45,2020,1995,Male,2015,3,2.2387473085514175e-4,2015
Fishery,45,2020,1995,Male,2016,3,2.2387473085514175e-4,2016
Fishery,45,2020,1995,Male,2017,3,2.2387473085514175e-4,2017
Fishery,45,2020,1995,Male,2018,3,2.2387473085514175e-4,2018
Fishery,45,2020,1995,Male,2019,3,2.2387473085514175e-4,2019
Fishery,45,2020,1995,Male,2020,3,2.2387473085514175e-4,2020
Fishery,19,1994,1975,Female,1975,3,0.013622719076004078,1975
Fishery,19,1994,1975,Female,1976,3,0.013622719076004078,1976
Fishery,19,1994,1975,Female,1977,3,0.013622719076004078,1977
Fishery,19,1994,1975,Female,1978,3,0.013622719076004078,1978
Fishery,19,1994,1975,Female,1979,3,0.013622719076004078,1979
Fishery,19,1994,1975,Female,1980,3,0.013622719076004078,1980
Fishery,19,1994,1975,Female,1981,3,0.013622719076004078,1981
Fishery,19,1994,1975,Female,1982,3,0.013622719076004078,1982
Fishery,19,1994,1975,Female,1983,3,0.013622719076004078,1983
Fishery,19,1994,1975,Female,1984,3,0.013622719076004078,1984
Fishery,19,1994,1975,Female,1985,3,0.013622719076004078,1985
Fishery,19,1994,1975,Female,1986,3,0.013622719076004078,1986
Fishery,19,1994,1975,Female,1987,3,0.013622719076004078,1987
Fishery,19,1994,1975,Female,1988,3,0.013622719076004078,1988
Fishery,19,1994,1975,Female,1989,3,0.013622719076004078,1989
Fishery,19,1994,1975,Female,1990,3,0.013622719076004078,1990
Fishery,19,1994,1975,Female,1991,3,0.013622719076004078,1991
Fishery,19,1994,1975,Female,1992,3,0.013622719076004078,1992
Fishery,19,1994,1975,Female,1993,3,0.013622719076004078,1993
Fishery,19,1994,1975,Female,1994,3,0.013622719076004078,1994
Fishery,45,2020,1995,Female,1995,3,5.726860769389594e-4,1995
Fishery,45,2020,1995,Female,1996,3,5.726860769389594e-4,1996
Fishery,45,2020,1995,Female,1997,3,5.726860769389594e-4,1997
Fishery,45,2020,1995,Female,1998,3,5.726860769389594e-4,1998
Fishery,45,2020,1995,Female,1999,3,5.726860769389594e-4,1999
Fishery,45,2020,1995,Female,2000,3,5.726860769389594e-4,2000
Fishery,45,2020,1995,Female,2001,3,5.726860769389594e-4,2001
Fishery,45,2020,1995,Female,2002,3,5.726860769389594e-4,2002
Fishery,45,2020,1995,Female,2003,3,5.726860769389594e-4,2003
Fishery,45,2020,1995,Female,2004,3,5.726860769389594e-4,2004
Fishery,45,2020,1995,Female,2005,3,5.726860769389594e-4,2005
Fishery,45,2020,1995,Female,2006,3,5.726860769389594e-4,2006
Fishery,45,2020,1995,Female,2007,3,5.726860769389594e-4,2007
Fishery,45,2020,1995,Female,2008,3,5.726860769389594e-4,2008
Fishery,45,2020,1995,Female,2009,3,5.726860769389594e-4,2009
Fishery,45,2020,1995,Female,2010,3,5.726860769389594e-4,2010
Fishery,45,2020,1995,Female,2011,3,5.726860769389594e-4,2011
Fishery,45,2020,1995,Female,2012,3,5.726860769389594e-4,2012
Fishery,45,2020,1995,Female,2013,3,5.726860769389594e-4,2013
Fishery,45,2020,1995,Female,2014,3,5.726860769389594e-4,2014
Fishery,45,2020,1995,Female,2015,3,5.726860769389594e-4,2015
Fishery,45,2020,1995,Female,2016,3,5.726860769389594e-4,2016
Fishery,45,2020,1995,Female,2017,3,5.726860769389594e-4,2017
Fishery,45,2020,1995,Female,2018,3,5.726860769389594e-4,2018
Fishery,45,2020,1995,Female,2019,3,5.726860769389594e-4,2019
Fishery,45,2020,1995,Female,2020,3,5.726860769389594e-4,2020
Survey,45,2020,1975,Male,1975,3,0.0024451516195679508,1975
Survey,45,2020,1975,Male,1976,3,0.0024451516195679508,1976
Survey,45,2020,1975,Male,1977,3,0.0024451516195679508,1977
Survey,45,2020,1975,Male,1978,3,0.0024451516195679508,1978
Survey,45,2020,1975,Male,1979,3,0.0024451516195679508,1979
Survey,45,2020,1975,Male,1980,3,0.0024451516195679508,1980
Survey,45,2020,1975,Male,1981,3,0.0024451516195679508,1981
Survey,45,2020,1975,Male,1982,3,0.0024451516195679508,1982
Survey,45,2020,1975,Male,1983,3,0.0024451516195679508,1983
Survey,45,2020,1975,Male,1984,3,0.0024451516195679508,1984
Survey,45,2020,1975,Male,1985,3,0.0024451516195679508,1985
Survey,45,2020,1975,Male,1986,3,0.0024451516195679508,1986
Survey,45,2020,1975,Male,1987,3,0.0024451516195679508,1987
Survey,45,2020,1975,Male,1988,3,0.0024451516195679508,1988
Survey,45,2020,1975,Male,1989,3,0.0024451516195679508,1989
Survey,45,2020,1975,Male,1990,3,0.0024451516195679508,1990
Survey,45,2020,1975,Male,1991,3,0.0024451516195679508,1991
Survey,45,2020,1975,Male,1992,3,0.0024451516195679508,1992
Survey,45,2020,1975,Male,1993,3,0.0024451516195679508,1993
Survey,45,2020,1975,Male,1994,3,0.0024451516195679508,1994
Survey,45,2020,1975,Male,1995,3,0.0024451516195679508,1995
Survey,45,2020,1975,Male,1996,3,0.0024451516195679508,1996
Survey,45,2020,1975,Male,1997,3,0.0024451516195679508,1997
Survey,45,2020,1975,Male,1998,3,0.0024451516195679508,1998
Survey,45,2020,1975,Male,1999,3,0.0024451516195679508,1999
Survey,45,2020,1975,Male,2000,3,0.0024451516195679508,2000
Survey,45,2020,1975,Male,2001,3,0.0024451516195679508,2001
Survey,45,2020,1975,Male,2002,3,0.0024451516195679508,2002
Survey,45,2020,1975,Male,2003,3,0.0024451516195679508,2003
Survey,45,2020,1975,Male,2004,3,0.0024451516195679508,2004
Survey,45,2020,1975,Male,2005,3,0.0024451516195679508,2005
Survey,45,2020,1975,Male,2006,3,0.0024451516195679508,2006
Survey,45,2020,1975,Male,2007,3,0.0024451516195679508,2007
Survey,45,2020,1975,Male,2008,3,0.0024451516195679508,2008
Survey,45,2020,1975,Male,2009,3,0.0024451516195679508,2009
Survey,45,2020,1975,Male,2010,3,0.0024451516195679508,2010
Survey,45,2020,1975,Male,2011,3,0.0024451516195679508,2011
Survey,45,2020,1975,Male,2012,3,0.0024451516195679508,2012
Survey,45,2020,1975,Male,2013,3,0.0024451516195679508,2013
Survey,45,2020,1975,Male,2014,3,0.0024451516195679508,2014
Survey,45,2020,1975,Male,2015,3,0.0024451516195679508,2015
Survey,45,2020,1975,Male,2016,3,0.0024451516195679508,2016
Survey,45,2020,1975,Male,2017,3,0.0024451516195679508,2017
Survey,45,2020,1975,Male,2018,3,0.0024451516195679508,2018
Survey,45,2020,1975,Male,2019,3,0.0024451516195679508,2019
Survey,45,2020,1975,Male,2020,3,0.0024451516195679508,2020
Survey,45,2020,1975,Female,1975,3,0.0022886542972473524,1975
Survey,45,2020,1975,Female,1976,3,0.0022886542972473524,1976
Survey,45,2020,1975,Female,1977,3,0.0022886542972473524,1977
Survey,45,2020,1975,Female,1978,3,0.0022886542972473524,1978
Survey,45,2020,1975,Female,1979,3,0.0022886542972473524,1979
Survey,45,2020,1975,Female,1980,3,0.0022886542972473524,1980
Survey,45,2020,1975,Female,1981,3,0.0022886542972473524,1981
Survey,45,2020,1975,Female,1982,3,0.0022886542972473524,1982
Survey,45,2020,1975,Female,1983,3,0.0022886542972473524,1983
Survey,45,2020,1975,Female,1984,3,0.0022886542972473524,1984
Survey,45,2020,1975,Female,1985,3,0.0022886542972473524,1985
Survey,45,2020,1975,Female,1986,3,0.0022886542972473524,1986
Survey,45,2020,1975,Female,1987,3,0.0022886542972473524,1987
Survey,45,2020,1975,Female,1988,3,0.0022886542972473524,1988
Survey,45,2020,1975,Female,1989,3,0.0022886542972473524,1989
Survey,45,2020,1975,Female,1990,3,0.0022886542972473524,1990
Survey,45,2020,1975,Female,1991,3,0.0022886542972473524,1991
Survey,45,2020,1975,Female,1992,3,0.0022886542972473524,1992
Survey,45,2020,1975,Female,1993,3,0.0022886542972473524,1993
Survey,45,2020,1975,Female,1994,3,0.0022886542972473524,1994
Survey,45,2020,1975,Female,1995,3,0.0022886542972473524,1995
Survey,45,2020,1975,Female,1996,3,0.0022886542972473524,1996
Survey,45,2020,1975,Female,1997,3,0.0022886542972473524,1997
Survey,45,2020,1975,Female,1998,3,0.0022886542972473524,1998
Survey,45,2020,1975,Female,1999,3,0.0022886542972473524,1999
Survey,45,2020,1975,Female,2000,3,0.0022886542972473524,2000
Survey,45,2020,1975,Female,2001,3,0.0022886542972473524,2001
Survey,45,2020,1975,Female,2002,3,0.0022886542972473524,2002
Survey,45,2020,1975,Female,2003,3,0.0022886542972473524,2003
Survey,45,2020,1975,Female,2004,3,0.0022886542972473524,2004
Survey,45,2020,1975,Female,2005,3,0.0022886542972473524,2005
Survey,45,2020,1975,Female,2006,3,0.0022886542972473524,2006
Survey,45,2020,1975,Female,2007,3,0.0022886542972473524,2007
Survey,45,2020,1975,Female,2008,3,0.0022886542972473524,2008
Survey,45,2020,1975,Female,2009,3,0.0022886542972473524,2009
Survey,45,2020,1975,Female,2010,3,0.0022886542972473524,2010
Survey,45,2020,1975,Female,2011,3,0.0022886542972473524,2011
Survey,45,2020,1975,Female,2012,3,0.0022886542972473524,2012
Survey,45,2020,1975,Female,2013,3,0.0022886542972473524,2013
Survey,45,2020,1975,Female,2014,3,0.0022886542972473524,2014
Survey,45,2020,1975,Female,2015,3,0.0022886542972473524,2015
Survey,45,2020,1975,Female,2016,3,0.0022886542972473524,2016
Survey,45,2020,1975,Female,2017,3,0.0022886542972473524,2017
Survey,45,2020,1975,Female,2018,3,0.0022886542972473524,2018
Survey,45,2020,1975,Female,2019,3,0.0022886542972473524,2019
Survey,45,2020,1975,Female,2020,3,0.0022886542972473524,2020
Fishery,19,1994,1975,Male,1975,4,3.292381225229912e-4,1975
Fishery,19,1994,1975,Male,1976,4,3.292381225229912e-4,1976
Fishery,19,1994,1975,Male,1977,4,3.292381225229912e-4,1977
Fishery,19,1994,1975,Male,1978,4,3.292381225229912e-4,1978
Fishery,19,1994,1975,Male,1979,4,3.292381225229912e-4,1979
Fishery,19,1994,1975,Male,1980,4,3.292381225229912e-4,1980
Fishery,19,1994,1975,Male,1981,4,3.292381225229912e-4,1981
Fishery,19,1994,1975,Male,1982,4,3.292381225229912e-4,1982
Fishery,19,1994,1975,Male,1983,4,3.292381225229912e-4,1983
Fishery,19,1994,1975,Male,1984,4,3.292381225229912e-4,1984
Fishery,19,1994,1975,Male,1985,4,3.292381225229912e-4,1985
Fishery,19,1994,1975,Male,1986,4,3.292381225229912e-4,1986
Fishery,19,1994,1975,Male,1987,4,3.292381225229912e-4,1987
Fishery,19,1994,1975,Male,1988,4,3.292381225229912e-4,1988
Fishery,19,1994,1975,Male,1989,4,3.292381225229912e-4,1989
Fishery,19,1994,1975,Male,1990,4,3.292381225229912e-4,1990
Fishery,19,1994,1975,Male,1991,4,3.292381225229912e-4,1991
Fishery,19,1994,1975,Male,1992,4,3.292381225229912e-4,1992
Fishery,19,1994,1975,Male,1993,4,3.292381225229912e-4,1993
Fishery,19,1994,1975,Male,1994,4,3.292381225229912e-4,1994
Fishery,45,2020,1995,Male,1995,4,0.0030359207037191313,1995
Fishery,45,2020,1995,Male,1996,4,0.0030359207037191313,1996
Fishery,45,2020,1995,Male,1997,4,0.0030359207037191313,1997
Fishery,45,2020,1995,Male,1998,4,0.0030359207037191313,1998
Fishery,45,2020,1995,Male,1999,4,0.0030359207037191313,1999
Fishery,45,2020,1995,Male,2000,4,0.0030359207037191313,2000
Fishery,45,2020,1995,Male,2001,4,0.0030359207037191313,2001
Fishery,45,2020,1995,Male,2002,4,0.0030359207037191313,2002
Fishery,45,2020,1995,Male,2003,4,0.0030359207037191313,2003
Fishery,45,2020,1995,Male,2004,4,0.0030359207037191313,2004
Fishery,45,2020,1995,Male,2005,4,0.0030359207037191313,2005
Fishery,45,2020,1995,Male,2006,4,0.0030359207037191313,2006
Fishery,45,2020,1995,Male,2007,4,0.0030359207037191313,2007
Fishery,45,2020,1995,Male,2008,4,0.0030359207037191313,2008
Fishery,45,2020,1995,Male,2009,4,0.0030359207037191313,2009
Fishery,45,2020,1995,Male,2010,4,0.0030359207037191313,2010
