Year,Project,Trip No,Adfg No,Vessel Name,Effort No,Station No,G Stat Area,Species,Specimen No,Otolith Number,Sex,Maturity,Length Type Code,Length Millimeters,Weight Kilograms,Age,Age Type,Age Readability Code,Age Readability,Specimen Comment
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,6,,Not observed,Not Observed,01,690,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,7,21,Female,Mature,01,710,3.5,7,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,8,,Not observed,Not Observed,01,680,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,9,22,Female,Mature,01,680,3.1,8,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,10,,Not observed,Not Observed,01,650,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,11,,Not observed,Not Observed,01,660,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,12,23,Female,Mature,01,690,2.9,6,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,13,,Not observed,Not Observed,01,640,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,14,24,Male,Mature,01,640,2.6,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,15,25,Male,Mature,01,610,2.3,5,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,16,,Not observed,Not Observed,01,690,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,17,26,Male,Mature,01,700,3.5,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,18,27,Male,Mature,01,670,3.3,54,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,19,28,Female,Mature,01,660,3,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,20,,Not observed,Not Observed,01,690,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,21,,Not observed,Not Observed,01,780,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,22,,Not observed,Not Observed,01,650,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,23,,Not observed,Not Observed,01,620,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,24,29,Female,Mature,01,690,3.4,11,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,25,30,Male,Mature,01,650,3.1,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,26,,Not observed,Not Observed,01,640,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,27,,Not observed,Not Observed,01,620,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,28,,Not observed,Not Observed,01,730,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,29,,Not observed,Not Observed,01,690,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,30,31,Female,Immature,01,580,1.8,4,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,31,32,Female,Mature,01,730,4,8,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,32,33,Male,Mature,01,670,3.3,15,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,33,34,Female,Immature,01,630,2.8,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,34,35,Female,Mature,01,660,3,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,2,58,345603,Sablefish,35,36,Female,Immature,01,600,2,6,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,1,37,Male,Mature,01,570,1.8,4,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,2,,Not observed,Not Observed,01,560,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,3,38,Male,Immature,01,520,1.5,5,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,4,39,Male,Immature,01,510,1.4,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,5,,Not observed,Not Observed,01,520,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,6,,Not observed,Not Observed,01,530,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,7,40,Male,Immature,01,580,1.7,4,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,8,,Not observed,Not Observed,01,540,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,9,,Not observed,Not Observed,01,510,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,10,41,Male,Mature,01,670,2.9,13,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,11,42,Female,Immature,01,550,1.6,5,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,12,,Not observed,Not Observed,01,600,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,13,,Not observed,Not Observed,01,580,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,14,43,Male,Immature,01,560,1.7,5,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,15,44,Male,Mature,01,520,1.5,5,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,16,45,Male,Mature,01,590,2.1,12,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,17,46,Male,Mature,01,540,1.4,5,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,18,47,Female,Immature,01,510,1.3,4,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,19,48,Female,Mature,01,620,2.6,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,20,49,Male,Mature,01,570,2,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,21,50,Male,Immature,01,520,1.6,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,22,51,Female,Mature,01,600,2.1,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,23,52,Female,Mature,01,730,3.7,13,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,24,53,Female,Immature,01,540,1.5,5,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,25,54,Female,Immature,01,520,1.3,5,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,26,55,Male,Mature,01,600,2.2,7,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,27,,Not observed,Not Observed,01,640,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,28,,Not observed,Not Observed,01,600,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,29,,Not observed,Not Observed,01,540,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,30,,Not observed,Not Observed,01,540,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,31,,Not observed,Not Observed,01,600,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,32,,Not observed,Not Observed,01,700,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,33,,Not observed,Not Observed,01,540,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,34,,Not observed,Not Observed,01,560,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,35,,Not observed,Not Observed,01,650,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,36,,Not observed,Not Observed,01,530,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,37,,Not observed,Not Observed,01,530,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,3,55,345603,Sablefish,38,,Not observed,Not Observed,01,580,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,1,56,Female,Mature,01,700,2.8,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,2,,Not observed,Not Observed,01,600,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,3,,Not observed,Not Observed,01,,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,4,,Not observed,Not Observed,01,610,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,5,57,Male,Immature,01,560,1.4,9,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,6,,Not observed,Not Observed,01,660,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,7,58,Female,Mature,01,650,2.7,8,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,8,59,Male,Mature,01,700,3.6,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,9,,Not observed,Not Observed,01,670,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,10,,Not observed,Not Observed,01,520,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,11,60,Female,Mature,01,640,2.5,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,12,,Not observed,Not Observed,01,760,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,13,,Not observed,Not Observed,01,860,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,14,61,Male,Mature,01,640,2.7,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,15,,Not observed,Not Observed,01,630,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,16,62,Female,Mature,01,660,3.2,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,17,63,Male,Mature,01,650,2.8,7,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,18,64,Male,Mature,01,650,2.6,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,19,,Not observed,Not Observed,01,590,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,20,,Not observed,Not Observed,01,580,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,21,65,Male,Mature,01,620,2.7,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,22,66,Male,Immature,01,590,2,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,23,,Not observed,Not Observed,01,560,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,24,,Not observed,Not Observed,01,900,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,25,67,Male,Mature,01,570,2,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,26,68,Male,Immature,01,560,1.8,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,27,,Not observed,Not Observed,01,620,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,28,,Not observed,Not Observed,01,600,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,29,69,Male,Mature,01,590,2.1,7,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,30,,Not observed,Not Observed,01,520,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,31,,Not observed,Not Observed,01,550,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,32,70,Male,Mature,01,570,2,5,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,33,71,Female,Mature,01,560,1.9,4,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,4,57,345603,Sablefish,34,72,Male,Mature,01,700,3.6,11,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,1,73,Male,Mature,01,610,2.3,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,2,,Not observed,Not Observed,01,560,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,3,74,Male,Mature,01,590,2,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,4,,Not observed,Not Observed,01,580,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,5,75,Female,Mature,01,600,2.2,7,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,6,,Not observed,Not Observed,01,600,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,7,76,Male,Immature,01,490,1.3,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,8,,Not observed,Not Observed,01,570,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,9,77,Male,Mature,01,590,2.5,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,10,,Not observed,Not Observed,01,560,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,11,78,Female,Immature,01,540,1.7,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,12,,Not observed,Not Observed,01,550,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,13,79,Female,Mature,01,780,5.5,17,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,14,,Not observed,Not Observed,01,610,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,15,80,Female,Mature,01,810,7.7,18,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,16,,Not observed,Not Observed,01,600,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,17,,Not observed,Not Observed,01,600,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,18,81,Male,Mature,01,580,2.2,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,19,82,Male,Mature,01,550,1.9,7,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,20,,Not observed,Not Observed,01,690,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,21,83,Male,Mature,01,590,2.2,4,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,22,,Not observed,Not Observed,01,620,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,23,,Not observed,Not Observed,01,560,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,24,84,Male,Mature,01,570,1.9,8,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,25,,Not observed,Not Observed,01,470,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,26,,Not observed,Not Observed,01,540,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,27,85,Male,Mature,01,550,1.6,4,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,28,86,Male,Immature,01,530,1.5,6,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,29,,Not observed,Not Observed,01,590,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,30,87,Male,Mature,01,560,1.9,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,31,,Not observed,Not Observed,01,590,,,,,,TAGGED LENGTH 100228
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,32,88,Female,Mature,01,820,5.9,7,,04,Somewhat Unsure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,33,89,Male,Mature,01,600,2.2,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,34,,Not observed,Not Observed,01,510,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,35,,Not observed,Not Observed,01,640,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,36,,Not observed,Not Observed,01,520,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,37,,Not observed,Not Observed,01,570,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,38,,Not observed,Not Observed,01,520,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,39,,Not observed,Not Observed,01,490,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,40,90,Male,Mature,01,600,2.3,6,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,41,91,Male,Mature,01,600,2.6,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,5,53,345603,Sablefish,42,92,Male,Immature,01,550,1.5,5,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,1,93,Female,Immature,01,670,2.9,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,2,,Not observed,Not Observed,01,620,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,3,94,Male,Mature,01,580,2.2,7,,04,Somewhat Unsure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,4,,Not observed,Not Observed,01,660,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,5,,Not observed,Not Observed,01,670,,,,,,
