Year,Project,Trip Number,ADFG Number,Vessel Name,Trip Comments,Effort Number,Groundfish Stat Area,Station Number,Start Latitude Decimal Degrees,Start Longitude Decimal Degrees,End Latitude Decimal Degrees,End Longitude Decimal Degrees,Time Second Anchor Overboard,Time First Anchor Onboard,Time Second Anchor Onboard,Soak Time,Haul Back Order,Number of Pots Set,Number of Pots Retrieved,Pot Type,Start Depth Fathoms,End Depth Fathoms,Average Depth Fathoms,Substrate Type,Effort Comments,Subset Number in Order Set,Subset Number in Order Hauled,Depth Fathoms,Pot Type,Pot Lost or Compromised,Subset Comments,Specimen Number,Species Code,Species,Length Type Code,Length Type,Length Millimeters,Weight Kilograms,Maturity,Maturity Code,Sex,Sex Code,Otolith Number,Otolith Condition Code,Otolith Condition,Age,Age Readability,Age Readability Code,Age Type,Age Type Code,Discard Status Code,Discard Status,Specimen Comments
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",1,30,367,Lg. Slinky,N,,429,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",1,30,367,Lg. Slinky,N,,430,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",1,30,367,Lg. Slinky,N,,431,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",1,30,367,Lg. Slinky,N,,432,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",1,30,367,Lg. Slinky,N,,433,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",1,30,367,Lg. Slinky,N,,434,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",1,30,367,Lg. Slinky,N,,435,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",1,30,367,Lg. Slinky,N,,436,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",1,30,367,Lg. Slinky,N,,437,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",1,30,367,Lg. Slinky,N,,439,710,Sablefish,1,Tip of snout to fork of tail,670,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",1,30,367,Lg. Slinky,N,,440,710,Sablefish,1,Tip of snout to fork of tail,560,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",1,30,367,Lg. Slinky,N,,441,710,Sablefish,1,Tip of snout to fork of tail,660,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",1,30,367,Lg. Slinky,N,,442,710,Sablefish,1,Tip of snout to fork of tail,640,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",2,29,368,Sm. Slinky,N,,135,710,Sablefish,1,Tip of snout to fork of tail,530,1.5,Immature,1,Female,2,28,1,Both Otos Found,5,Comfortably Sure,2,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",2,29,368,Sm. Slinky,N,,136,710,Sablefish,1,Tip of snout to fork of tail,650,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",2,29,368,Sm. Slinky,N,,137,710,Sablefish,1,Tip of snout to fork of tail,690,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",2,29,368,Sm. Slinky,N,,138,710,Sablefish,1,Tip of snout to fork of tail,570,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",2,29,368,Sm. Slinky,N,,139,710,Sablefish,1,Tip of snout to fork of tail,630,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",2,29,368,Sm. Slinky,N,,414,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",2,29,368,Sm. Slinky,N,,415,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",2,29,368,Sm. Slinky,N,,416,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",2,29,368,Sm. Slinky,N,,417,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",2,29,368,Sm. Slinky,N,,418,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",2,29,368,Sm. Slinky,N,,419,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",3,28,368,Lg. Slinky,N,,130,710,Sablefish,1,Tip of snout to fork of tail,610,2.3,Immature,1,Female,2,27,1,Both Otos Found,8,Fairly Sure,3,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",3,28,368,Lg. Slinky,N,,131,710,Sablefish,1,Tip of snout to fork of tail,720,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",3,28,368,Lg. Slinky,N,,132,710,Sablefish,1,Tip of snout to fork of tail,620,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",3,28,368,Lg. Slinky,N,,133,710,Sablefish,1,Tip of snout to fork of tail,530,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",3,28,368,Lg. Slinky,N,,134,710,Sablefish,1,Tip of snout to fork of tail,750,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",3,28,368,Lg. Slinky,N,,403,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",3,28,368,Lg. Slinky,N,,404,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",3,28,368,Lg. Slinky,N,,405,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",3,28,368,Lg. Slinky,N,,406,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",3,28,368,Lg. Slinky,N,,407,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
