Year,Specimen Number,Project Code,Trip Number,Effort Number,Groundfish Management Area Code,Time Second Anchor Onboard,Groundfish Stat Area,Species Code,Length Millimeters,Tag Number,Tag Batch Number,Discard Status,Release Condition Code,Specimen Comments
2022,2,611,1,2,NSEI,2022-05-04 09:35:00,345803,710,730,109776,30,Tagged and released,01,
2022,2,611,1,3,NSEI,2022-05-05 11:33:00,345731,710,540,109817,30,Tagged and released,01,
2022,2,611,1,4,NSEI,2022-05-05 15:20:00,345731,710,590,110767,30,Tagged and released,01,
2022,2,611,1,5,NSEI,2022-05-06 10:29:00,345701,710,560,111218,30,Tagged and released,01,
2022,2,611,1,6,NSEI,2022-05-07 09:59:00,345701,710,610,111687,30,Tagged and released,01,
2022,2,611,1,7,NSEI,2022-05-08 09:46:00,345701,710,670,112072,30,Tagged and released,01,
2022,2,611,1,8,NSEI,2022-05-08 12:31:00,345701,710,640,112369,30,Tagged and released,01,
2022,2,611,1,9,NSEI,2022-05-09 10:39:00,345701,710,550,112580,30,Tagged and released,01,
2022,2,611,1,10,NSEI,2022-05-10 09:42:00,345701,710,580,112753,30,Tagged and released,01,
2022,2,611,1,11,NSEI,2022-05-10 12:39:00,345701,710,610,113155,30,Tagged and released,01,
2022,2,611,1,12,NSEI,2022-05-11 11:32:00,345701,710,590,113635,30,Tagged and released,01,
2022,2,611,1,13,NSEI,2022-05-12 10:34:00,345701,710,710,114277,30,Tagged and released,01,
2022,2,611,2,14,NSEI,2022-05-21 10:16:00,345603,710,730,114583,30,Tagged and released,01,
2022,2,611,2,15,NSEI,2022-05-21 14:59:00,345603,710,720,114985,30,Tagged and released,01,
2022,2,611,2,16,NSEI,2022-05-22 10:54:00,345631,710,550,115292,30,Tagged and released,01,
2022,2,611,2,17,NSEI,2022-05-23 11:00:00,345631,710,670,115543,30,Tagged and released,01,
2022,2,611,2,18,NSEI,2022-05-24 10:03:00,345631,710,600,115798,30,Tagged and released,01,
2022,2,611,2,19,NSEI,2022-05-24 15:10:00,345631,710,580,116088,30,Tagged and released,01,
2022,2,611,2,20,NSEI,2022-05-25 10:59:00,345631,710,580,116460,30,Tagged and released,01,
2022,2,611,2,21,NSEI,2022-05-26 10:03:00,345631,710,600,116672,30,Tagged and released,01,
2022,2,611,2,22,NSEI,2022-05-27 10:51:00,345631,710,530,116940,30,Tagged and released,01,
2022,2,611,2,23,NSEI,2022-05-27 15:47:00,345631,710,620,117422,30,Tagged and released,01,
2022,2,611,2,24,NSEI,2022-05-28 10:02:00,345631,710,670,117886,30,Tagged and released,01,
2022,3,611,1,1,NSEI,2022-05-03 11:20:00,345803,710,620,109505,30,Tagged and released,01,
2022,3,611,1,2,NSEI,2022-05-04 09:35:00,345803,710,630,109777,30,Tagged and released,01,
2022,3,611,1,3,NSEI,2022-05-05 11:33:00,345731,710,630,109818,30,Tagged and released,03,
2022,3,611,1,4,NSEI,2022-05-05 15:20:00,345731,710,590,110768,30,Tagged and released,01,
2022,3,611,1,5,NSEI,2022-05-06 10:29:00,345701,710,630,111219,30,Tagged and released,08,
2022,3,611,1,6,NSEI,2022-05-07 09:59:00,345701,710,580,111688,30,Tagged and released,01,
2022,3,611,1,7,NSEI,2022-05-08 09:46:00,345701,710,730,112073,30,Tagged and released,01,
2022,3,611,1,8,NSEI,2022-05-08 12:31:00,345701,710,600,112370,30,Tagged and released,08,
2022,3,611,1,9,NSEI,2022-05-09 10:39:00,345701,710,660,112581,30,Tagged and released,01,
2022,3,611,1,10,NSEI,2022-05-10 09:42:00,345701,710,570,112754,30,Tagged and released,01,
2022,3,611,1,11,NSEI,2022-05-10 12:39:00,345701,710,510,113156,30,Tagged and released,01,
2022,3,611,1,12,NSEI,2022-05-11 11:32:00,345701,710,600,113636,30,Tagged and released,01,
2022,3,611,1,13,NSEI,2022-05-12 10:34:00,345701,710,580,114278,30,Tagged and released,01,
2022,3,611,2,14,NSEI,2022-05-21 10:16:00,345603,710,650,114584,30,Tagged and released,01,
2022,3,611,2,15,NSEI,2022-05-21 14:59:00,345603,710,670,114986,30,Tagged and released,01,
2022,3,611,2,16,NSEI,2022-05-22 10:54:00,345631,710,640,115293,30,Tagged and released,01,
2022,3,611,2,17,NSEI,2022-05-23 11:00:00,345631,710,600,115544,30,Tagged and released,01,
2022,3,611,2,18,NSEI,2022-05-24 10:03:00,345631,710,520,115799,30,Tagged and released,01,
2022,3,611,2,19,NSEI,2022-05-24 15:10:00,345631,710,550,116089,30,Tagged and released,01,
2022,3,611,2,20,NSEI,2022-05-25 10:59:00,345631,710,760,116461,30,Tagged and released,01,
2022,3,611,2,21,NSEI,2022-05-26 10:03:00,345631,710,660,116673,30,Tagged and released,01,
2022,3,611,2,22,NSEI,2022-05-27 10:51:00,345631,710,570,116941,30,Tagged and released,01,
2022,3,611,2,23,NSEI,2022-05-27 15:47:00,345631,710,570,117423,30,Tagged and released,01,
2022,3,611,2,24,NSEI,2022-05-28 10:02:00,345631,710,550,117887,30,Tagged and released,01,
2022,4,611,1,1,NSEI,2022-05-03 11:20:00,345803,710,780,109506,30,Tagged and released,01,
2022,4,611,1,2,NSEI,2022-05-04 09:35:00,345803,710,590,109778,30,Tagged and released,01,
2022,4,611,1,3,NSEI,2022-05-05 11:33:00,345731,710,630,109819,30,Tagged and released,01,
2022,4,611,1,4,NSEI,2022-05-05 15:20:00,345731,710,550,110769,30,Tagged and released,01,
2022,4,611,1,5,NSEI,2022-05-06 10:29:00,345701,710,560,111220,30,Tagged and released,01,
2022,4,611,1,6,NSEI,2022-05-07 09:59:00,345701,710,530,111689,30,Tagged and released,01,
2022,4,611,1,7,NSEI,2022-05-08 09:46:00,345701,710,470,112074,30,Tagged and released,08,
2022,4,611,1,8,NSEI,2022-05-08 12:31:00,345701,710,580,112371,30,Tagged and released,08,
2022,4,611,1,9,NSEI,2022-05-09 10:39:00,345701,710,670,112582,30,Tagged and released,01,
2022,4,611,1,10,NSEI,2022-05-10 09:42:00,345701,710,580,112755,30,Tagged and released,01,
2022,4,611,1,11,NSEI,2022-05-10 12:39:00,345701,710,510,113157,30,Tagged and released,01,
2022,4,611,1,12,NSEI,2022-05-11 11:32:00,345701,710,670,113637,30,Tagged and released,01,
2022,4,611,1,13,NSEI,2022-05-12 10:34:00,345701,710,550,114279,30,Tagged and released,01,
2022,4,611,2,14,NSEI,2022-05-21 10:16:00,345603,710,710,114585,30,Tagged and released,01,
2022,4,611,2,15,NSEI,2022-05-21 14:59:00,345603,710,620,114987,30,Tagged and released,01,
2022,4,611,2,16,NSEI,2022-05-22 10:54:00,345631,710,620,115294,30,Tagged and released,01,
2022,4,611,2,17,NSEI,2022-05-23 11:00:00,345631,710,670,115545,30,Tagged and released,08,
2022,4,611,2,18,NSEI,2022-05-24 10:03:00,345631,710,610,115800,30,Tagged and released,01,
2022,4,611,2,19,NSEI,2022-05-24 15:10:00,345631,710,550,116090,30,Tagged and released,01,
2022,4,611,2,20,NSEI,2022-05-25 10:59:00,345631,710,560,116462,30,Tagged and released,01,
2022,4,611,2,21,NSEI,2022-05-26 10:03:00,345631,710,610,116674,30,Tagged and released,01,
2022,4,611,2,22,NSEI,2022-05-27 10:51:00,345631,710,520,116942,30,Tagged and released,01,
2022,4,611,2,23,NSEI,2022-05-27 15:47:00,345631,710,560,117424,30,Tagged and released,01,
2022,4,611,2,24,NSEI,2022-05-28 10:02:00,345631,710,590,117888,30,Tagged and released,01,
2022,5,611,1,1,NSEI,2022-05-03 11:20:00,345803,710,510,109507,30,Tagged and released,01,
2022,5,611,1,2,NSEI,2022-05-04 09:35:00,345803,710,600,109779,30,Tagged and released,01,
2022,5,611,1,3,NSEI,2022-05-05 11:33:00,345731,710,580,109820,30,Tagged and released,01,
2022,5,611,1,4,NSEI,2022-05-05 15:20:00,345731,710,530,110770,30,Tagged and released,01,
2022,5,611,1,5,NSEI,2022-05-06 10:29:00,345701,710,590,111221,30,Tagged and released,01,
2022,5,611,1,6,NSEI,2022-05-07 09:59:00,345701,710,570,111690,30,Tagged and released,01,
2022,5,611,1,7,NSEI,2022-05-08 09:46:00,345701,710,750,112075,30,Tagged and released,01,
2022,5,611,1,8,NSEI,2022-05-08 12:31:00,345701,710,560,112372,30,Tagged and released,01,
2022,5,611,1,9,NSEI,2022-05-09 10:39:00,345701,710,630,112583,30,Tagged and released,01,
2022,5,611,1,10,NSEI,2022-05-10 09:42:00,345701,710,660,112756,30,Tagged and released,01,
2022,5,611,1,11,NSEI,2022-05-10 12:39:00,345701,710,530,113158,30,Tagged and released,01,
2022,5,611,1,12,NSEI,2022-05-11 11:32:00,345701,710,570,113638,30,Tagged and released,01,
2022,5,611,1,13,NSEI,2022-05-12 10:34:00,345701,710,610,114280,30,Tagged and released,01,
2022,5,611,2,14,NSEI,2022-05-21 10:16:00,345603,710,650,114586,30,Tagged and released,01,
2022,5,611,2,15,NSEI,2022-05-21 14:59:00,345603,710,580,114988,30,Tagged and released,01,
2022,5,611,2,16,NSEI,2022-05-22 10:54:00,345631,710,620,115295,30,Tagged and released,01,
2022,5,611,2,17,NSEI,2022-05-23 11:00:00,345631,710,550,115546,30,Tagged and released,01,
2022,5,611,2,18,NSEI,2022-05-24 10:03:00,345631,710,720,115801,30,Tagged and released,01,
2022,5,611,2,19,NSEI,2022-05-24 15:10:00,345631,710,470,116091,30,Tagged and released,01,
2022,5,611,2,20,NSEI,2022-05-25 10:59:00,345631,710,580,116463,30,Tagged and released,01,
2022,5,611,2,21,NSEI,2022-05-26 10:03:00,345631,710,740,116675,30,Tagged and released,01,
2022,5,611,2,22,NSEI,2022-05-27 10:51:00,345631,710,580,116943,30,Tagged and released,01,
2022,5,611,2,23,NSEI,2022-05-27 15:47:00,345631,710,810,117425,30,Tagged and released,01,
2022,5,611,2,24,NSEI,2022-05-28 10:02:00,345631,710,600,117889,30,Tagged and released,01,
2022,6,611,1,1,NSEI,2022-05-03 11:20:00,345803,710,670,109508,30,Tagged and released,01,
2022,6,611,1,2,NSEI,2022-05-04 09:35:00,345803,710,640,109780,30,Tagged and released,01,
2022,6,611,1,3,NSEI,2022-05-05 11:33:00,345731,710,670,109821,30,Tagged and released,01,
2022,6,611,1,4,NSEI,2022-05-05 15:20:00,345731,710,500,110771,30,Tagged and released,01,
2022,6,611,1,5,NSEI,2022-05-06 10:29:00,345701,710,550,111222,30,Tagged and released,01,
2022,6,611,1,6,NSEI,2022-05-07 09:59:00,345701,710,560,111691,30,Tagged and released,01,
2022,6,611,1,7,NSEI,2022-05-08 09:46:00,345701,710,540,112076,30,Tagged and released,01,
2022,6,611,1,8,NSEI,2022-05-08 12:31:00,345701,710,670,112373,30,Tagged and released,01,
2022,6,611,1,9,NSEI,2022-05-09 10:39:00,345701,710,570,112584,30,Tagged and released,01,
2022,6,611,1,10,NSEI,2022-05-10 09:42:00,345701,710,570,112757,30,Tagged and released,01,
2022,6,611,1,11,NSEI,2022-05-10 12:39:00,345701,710,480,113159,30,Tagged and released,01,
2022,6,611,1,12,NSEI,2022-05-11 11:32:00,345701,710,590,113639,30,Tagged and released,01,
2022,6,611,1,13,NSEI,2022-05-12 10:34:00,345701,710,710,114281,30,Tagged and released,01,
2022,6,611,2,14,NSEI,2022-05-21 10:16:00,345603,710,560,114587,30,Tagged and released,08,
2022,6,611,2,15,NSEI,2022-05-21 14:59:00,345603,710,640,114989,30,Tagged and released,01,
2022,6,611,2,16,NSEI,2022-05-22 10:54:00,345631,710,530,115296,30,Tagged and released,01,
2022,6,611,2,17,NSEI,2022-05-23 11:00:00,345631,710,700,115547,30,Tagged and released,04,
2022,6,611,2,18,NSEI,2022-05-24 10:03:00,345631,710,570,115802,30,Tagged and released,08,
2022,6,611,2,19,NSEI,2022-05-24 15:10:00,345631,710,520,116092,30,Tagged and released,01,
2022,6,611,2,20,NSEI,2022-05-25 10:59:00,345631,710,560,116464,30,Tagged and released,01,
2022,6,611,2,21,NSEI,2022-05-26 10:03:00,345631,710,570,116676,30,Tagged and released,01,
2022,6,611,2,22,NSEI,2022-05-27 10:51:00,345631,710,530,116944,30,Tagged and released,01,
2022,6,611,2,23,NSEI,2022-05-27 15:47:00,345631,710,540,117426,30,Tagged and released,01,
2022,6,611,2,24,NSEI,2022-05-28 10:02:00,345631,710,640,117890,30,Tagged and released,01,
2022,7,611,1,1,NSEI,2022-05-03 11:20:00,345803,710,600,109509,30,Tagged and released,01,
2022,7,611,1,2,NSEI,2022-05-04 09:35:00,345803,710,640,109781,30,Tagged and released,01,
2022,7,611,1,3,NSEI,2022-05-05 11:33:00,345731,710,560,109822,30,Tagged and released,01,
2022,7,611,1,4,NSEI,2022-05-05 15:20:00,345731,710,590,110772,30,Tagged and released,01,
2022,7,611,1,5,NSEI,2022-05-06 10:29:00,345701,710,640,111223,30,Tagged and released,01,
2022,7,611,1,6,NSEI,2022-05-07 09:59:00,345701,710,650,111692,30,Tagged and released,01,
2022,7,611,1,7,NSEI,2022-05-08 09:46:00,345701,710,550,112077,30,Tagged and released,01,
2022,7,611,1,8,NSEI,2022-05-08 12:31:00,345701,710,640,112374,30,Tagged and released,01,
2022,7,611,1,9,NSEI,2022-05-09 10:39:00,345701,710,670,112585,30,Tagged and released,01,
2022,7,611,1,10,NSEI,2022-05-10 09:42:00,345701,710,600,112758,30,Tagged and released,01,
2022,7,611,1,11,NSEI,2022-05-10 12:39:00,345701,710,510,113160,30,Tagged and released,01,
2022,7,611,1,12,NSEI,2022-05-11 11:32:00,345701,710,570,113640,30,Tagged and released,01,
2022,7,611,1,13,NSEI,2022-05-12 10:34:00,345701,710,710,114282,30,Tagged and released,01,
2022,7,611,2,14,NSEI,2022-05-21 10:16:00,345603,710,580,114588,30,Tagged and released,01,
2022,7,611,2,15,NSEI,2022-05-21 14:59:00,345603,710,500,114990,30,Tagged and released,01,
2022,7,611,2,16,NSEI,2022-05-22 10:54:00,345631,710,570,115297,30,Tagged and released,01,
2022,7,611,2,17,NSEI,2022-05-23 11:00:00,345631,710,630,115548,30,Tagged and released,01,
2022,7,611,2,18,NSEI,2022-05-24 10:03:00,345631,710,680,115803,30,Tagged and released,01,
2022,7,611,2,19,NSEI,2022-05-24 15:10:00,345631,710,570,116093,30,Tagged and released,01,
2022,7,611,2,20,NSEI,2022-05-25 10:59:00,345631,710,660,116465,30,Tagged and released,01,
2022,7,611,2,21,NSEI,2022-05-26 10:03:00,345631,710,660,116677,30,Tagged and released,01,
2022,7,611,2,22,NSEI,2022-05-27 10:51:00,345631,710,560,116945,30,Tagged and released,01,
2022,7,611,2,23,NSEI,2022-05-27 15:47:00,345631,710,650,117427,30,Tagged and released,01,
2022,7,611,2,24,NSEI,2022-05-28 10:02:00,345631,710,590,117891,30,Tagged and released,01,
2022,8,611,1,1,NSEI,2022-05-03 11:20:00,345803,710,570,109510,30,Tagged and released,01,
2022,8,611,1,2,NSEI,2022-05-04 09:35:00,345803,710,580,109782,30,Tagged and released,01,
2022,8,611,1,3,NSEI,2022-05-05 11:33:00,345731,710,540,109823,30,Tagged and released,01,
2022,8,611,1,4,NSEI,2022-05-05 15:20:00,345731,710,540,110773,30,Tagged and released,01,
2022,8,611,1,5,NSEI,2022-05-06 10:29:00,345701,710,550,111224,30,Tagged and released,01,
2022,8,611,1,6,NSEI,2022-05-07 09:59:00,345701,710,550,111693,30,Tagged and released,01,
2022,8,611,1,7,NSEI,2022-05-08 09:46:00,345701,710,610,112078,30,Tagged and released,01,
2022,8,611,1,8,NSEI,2022-05-08 12:31:00,345701,710,710,112375,30,Tagged and released,01,
2022,8,611,1,9,NSEI,2022-05-09 10:39:00,345701,710,660,112586,30,Tagged and released,01,
2022,8,611,1,10,NSEI,2022-05-10 09:42:00,345701,710,560,112759,30,Tagged and released,01,
2022,8,611,1,11,NSEI,2022-05-10 12:39:00,345701,710,530,113161,30,Tagged and released,01,
2022,8,611,1,12,NSEI,2022-05-11 11:32:00,345701,710,510,113641,30,Tagged and released,01,
2022,8,611,1,13,NSEI,2022-05-12 10:34:00,345701,710,580,114283,30,Tagged and released,01,
2022,8,611,2,14,NSEI,2022-05-21 10:16:00,345603,710,610,114589,30,Tagged and released,01,
2022,8,611,2,15,NSEI,2022-05-21 14:59:00,345603,710,660,114991,30,Tagged and released,01,
2022,8,611,2,16,NSEI,2022-05-22 10:54:00,345631,710,540,115298,30,Tagged and released,01,
2022,8,611,2,17,NSEI,2022-05-23 11:00:00,345631,710,640,115549,30,Tagged and released,01,
2022,8,611,2,18,NSEI,2022-05-24 10:03:00,345631,710,620,115804,30,Tagged and released,01,
2022,8,611,2,19,NSEI,2022-05-24 15:10:00,345631,710,520,116094,30,Tagged and released,01,
2022,8,611,2,20,NSEI,2022-05-25 10:59:00,345631,710,600,116466,30,Tagged and released,01,
2022,8,611,2,21,NSEI,2022-05-26 10:03:00,345631,710,640,116678,30,Tagged and released,01,
2022,8,611,2,22,NSEI,2022-05-27 10:51:00,345631,710,660,116946,30,Tagged and released,01,
2022,8,611,2,23,NSEI,2022-05-27 15:47:00,345631,710,610,117428,30,Tagged and released,01,
2022,8,611,2,24,NSEI,2022-05-28 10:02:00,345631,710,630,117892,30,Tagged and released,01,
2022,9,611,1,1,NSEI,2022-05-03 11:20:00,345803,710,600,109511,30,Tagged and released,01,
2022,9,611,1,2,NSEI,2022-05-04 09:35:00,345803,710,600,109783,30,Tagged and released,01,
2022,9,611,1,3,NSEI,2022-05-05 11:33:00,345731,710,610,109824,30,Tagged and released,01,
2022,9,611,1,4,NSEI,2022-05-05 15:20:00,345731,710,570,110774,30,Tagged and released,01,
2022,9,611,1,5,NSEI,2022-05-06 10:29:00,345701,710,550,111225,30,Tagged and released,01,
2022,9,611,1,6,NSEI,2022-05-07 09:59:00,345701,710,710,111694,30,Tagged and released,01,
2022,9,611,1,7,NSEI,2022-05-08 09:46:00,345701,710,530,112079,30,Tagged and released,01,
2022,9,611,1,8,NSEI,2022-05-08 12:31:00,345701,710,620,112376,30,Tagged and released,01,
2022,9,611,1,9,NSEI,2022-05-09 10:39:00,345701,710,690,112587,30,Tagged and released,01,
2022,9,611,1,10,NSEI,2022-05-10 09:42:00,345701,710,630,112760,30,Tagged and released,08,
2022,9,611,1,11,NSEI,2022-05-10 12:39:00,345701,710,530,113162,30,Tagged and released,01,
2022,9,611,1,12,NSEI,2022-05-11 11:32:00,345701,710,620,113642,30,Tagged and released,01,
2022,9,611,1,13,NSEI,2022-05-12 10:34:00,345701,710,540,114284,30,Tagged and released,01,
2022,9,611,2,14,NSEI,2022-05-21 10:16:00,345603,710,610,114590,30,Tagged and released,01,
2022,9,611,2,15,NSEI,2022-05-21 14:59:00,345603,710,790,114992,30,Tagged and released,01,
2022,9,611,2,16,NSEI,2022-05-22 10:54:00,345631,710,580,115299,30,Tagged and released,01,
2022,9,611,2,17,NSEI,2022-05-23 11:00:00,345631,710,590,115550,30,Tagged and released,01,
2022,9,611,2,18,NSEI,2022-05-24 10:03:00,345631,710,590,115805,30,Tagged and released,01,
2022,9,611,2,19,NSEI,2022-05-24 15:10:00,345631,710,540,116095,30,Tagged and released,01,
2022,9,611,2,20,NSEI,2022-05-25 10:59:00,345631,710,540,116467,30,Tagged and released,01,
2022,9,611,2,21,NSEI,2022-05-26 10:03:00,345631,710,580,116679,30,Tagged and released,01,
2022,9,611,2,22,NSEI,2022-05-27 10:51:00,345631,710,590,116947,30,Tagged and released,01,
2022,9,611,2,23,NSEI,2022-05-27 15:47:00,345631,710,670,117429,30,Tagged and released,01,
2022,9,611,2,24,NSEI,2022-05-28 10:02:00,345631,710,710,117893,30,Tagged and released,01,
2022,10,611,1,1,NSEI,2022-05-03 11:20:00,345803,710,550,109512,30,Tagged and released,01,
2022,10,611,1,2,NSEI,2022-05-04 09:35:00,345803,710,560,109784,30,Tagged and released,01,
2022,10,611,1,3,NSEI,2022-05-05 11:33:00,345731,710,580,110089,30,Tagged and released,01,
2022,10,611,1,4,NSEI,2022-05-05 15:20:00,345731,710,650,110775,30,Tagged and released,01,
2022,10,611,1,5,NSEI,2022-05-06 10:29:00,345701,710,550,111226,30,Tagged and released,01,
2022,10,611,1,6,NSEI,2022-05-07 09:59:00,345701,710,620,111695,30,Tagged and released,01,
2022,10,611,1,7,NSEI,2022-05-08 09:46:00,345701,710,710,112080,30,Tagged and released,01,
2022,10,611,1,8,NSEI,2022-05-08 12:31:00,345701,710,560,112377,30,Tagged and released,08,
2022,10,611,1,9,NSEI,2022-05-09 10:39:00,345701,710,500,112588,30,Tagged and released,01,
2022,10,611,1,10,NSEI,2022-05-10 09:42:00,345701,710,740,112761,30,Tagged and released,01,
2022,10,611,1,11,NSEI,2022-05-10 12:39:00,345701,710,490,113163,30,Tagged and released,01,
2022,10,611,1,12,NSEI,2022-05-11 11:32:00,345701,710,590,113643,30,Tagged and released,01,
2022,10,611,1,13,NSEI,2022-05-12 10:34:00,345701,710,600,114285,30,Tagged and released,01,
2022,10,611,2,14,NSEI,2022-05-21 10:16:00,345603,710,560,114591,30,Tagged and released,01,
2022,10,611,2,15,NSEI,2022-05-21 14:59:00,345603,710,650,114993,30,Tagged and released,01,
2022,10,611,2,16,NSEI,2022-05-22 10:54:00,345631,710,560,115300,30,Tagged and released,01,
2022,10,611,2,17,NSEI,2022-05-23 11:00:00,345631,710,600,115551,30,Tagged and released,01,
2022,10,611,2,18,NSEI,2022-05-24 10:03:00,345631,710,590,115806,30,Tagged and released,08,
2022,10,611,2,19,NSEI,2022-05-24 15:10:00,345631,710,540,116096,30,Tagged and released,01,
2022,10,611,2,20,NSEI,2022-05-25 10:59:00,345631,710,840,116468,30,Tagged and released,01,
2022,10,611,2,21,NSEI,2022-05-26 10:03:00,345631,710,600,116680,30,Tagged and released,01,
2022,10,611,2,22,NSEI,2022-05-27 10:51:00,345631,710,570,116948,30,Tagged and released,01,
2022,10,611,2,23,NSEI,2022-05-27 15:47:00,345631,710,580,117430,30,Tagged and released,01,
2022,10,611,2,24,NSEI,2022-05-28 10:02:00,345631,710,560,117894,30,Tagged and released,01,
2022,11,611,1,1,NSEI,2022-05-03 11:20:00,345803,710,670,109513,30,Tagged and released,01,
2022,11,611,1,2,NSEI,2022-05-04 09:35:00,345803,710,580,109785,30,Tagged and released,01,
2022,11,611,1,3,NSEI,2022-05-05 11:33:00,345731,710,550,110090,30,Tagged and released,03,
2022,11,611,1,4,NSEI,2022-05-05 15:20:00,345731,710,480,110776,30,Tagged and released,08,
2022,11,611,1,5,NSEI,2022-05-06 10:29:00,345701,710,550,111227,30,Tagged and released,01,
2022,11,611,1,6,NSEI,2022-05-07 09:59:00,345701,710,560,111696,30,Tagged and released,01,
2022,11,611,1,7,NSEI,2022-05-08 09:46:00,345701,710,570,112081,30,Tagged and released,04,
2022,11,611,1,8,NSEI,2022-05-08 12:31:00,345701,710,480,112378,30,Tagged and released,08,
2022,11,611,1,9,NSEI,2022-05-09 10:39:00,345701,710,530,112589,30,Tagged and released,01,
2022,11,611,1,10,NSEI,2022-05-10 09:42:00,345701,710,530,112762,30,Tagged and released,01,
2022,11,611,1,11,NSEI,2022-05-10 12:39:00,345701,710,590,113164,30,Tagged and released,01,
2022,11,611,1,12,NSEI,2022-05-11 11:32:00,345701,710,570,113644,30,Tagged and released,01,
2022,11,611,1,13,NSEI,2022-05-12 10:34:00,345701,710,580,114286,30,Tagged and released,01,
2022,11,611,2,14,NSEI,2022-05-21 10:16:00,345603,710,580,114592,30,Tagged and released,01,
2022,11,611,2,15,NSEI,2022-05-21 14:59:00,345603,710,610,114994,30,Tagged and released,01,
2022,11,611,2,16,NSEI,2022-05-22 10:54:00,345631,710,540,115301,30,Tagged and released,01,
2022,11,611,2,17,NSEI,2022-05-23 11:00:00,345631,710,640,115552,30,Tagged and released,01,
2022,11,611,2,18,NSEI,2022-05-24 10:03:00,345631,710,590,115807,30,Tagged and released,01,
2022,11,611,2,19,NSEI,2022-05-24 15:10:00,345631,710,520,116097,30,Tagged and released,01,
2022,11,611,2,20,NSEI,2022-05-25 10:59:00,345631,710,790,116469,30,Tagged and released,01,
2022,11,611,2,21,NSEI,2022-05-26 10:03:00,345631,710,600,116681,30,Tagged and released,01,
2022,11,611,2,22,NSEI,2022-05-27 10:51:00,345631,710,540,116949,30,Tagged and released,01,
2022,11,611,2,23,NSEI,2022-05-27 15:47:00,345631,710,620,117431,30,Tagged and released,01,
2022,11,611,2,24,NSEI,2022-05-28 10:02:00,345631,710,600,117895,30,Tagged and released,01,
2022,12,611,1,1,NSEI,2022-05-03 11:20:00,345803,710,630,109514,30,Tagged and released,01,
2022,12,611,1,2,NSEI,2022-05-04 09:35:00,345803,710,610,109786,30,Tagged and released,01,
2022,12,611,1,3,NSEI,2022-05-05 11:33:00,345731,710,560,110091,30,Tagged and released,01,
2022,12,611,1,4,NSEI,2022-05-05 15:20:00,345731,710,560,110777,30,Tagged and released,01,void 110778
2022,12,611,1,5,NSEI,2022-05-06 10:29:00,345701,710,570,111228,30,Tagged and released,01,
