YEAR,PROJECT_CODE,TRIP_NO,TARGET_SPECIES_CODE,ADFG_NO,VESSEL_NAME,TIME_FIRST_BUOY_ONBOARD,NUMBER_OF_STATIONS,HOOKS_PER_SET,HOOK_SIZE,HOOK_SPACING_INCHES,SAMPLE_FREQ,LAST_SKATE_SAMPLED,EFFORT_NO,STATION_NO,STAT,START_LAT,START_LON,END_LAT,END_LON,DEPTH_METERS,NUMBER_HOOKS,BARE,BAIT,INVALID,SABLEFISH,SUBSET_CONDITION_CODE
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,46,28,0,1,16,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,43,6,9,1,25,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,43,7,17,0,18,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,44,5,17,0,21,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,47,13,15,1,14,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,50,9,12,1,23,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,44,13,11,0,20,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,46,4,19,1,17,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,77,7,7,36,27,02
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,11,5,1,0,5,02
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,45,12,8,1,22,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,46,8,8,0,27,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,44,12,5,1,24,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,52,10,7,4,26,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,38,5,4,5,21,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,44,17,4,2,19,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,43,9,3,1,29,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,43,12,2,5,23,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,43,18,1,9,14,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T00:15:00Z,15,1125,13C,78.7,NA,NA,9,41,345731,57.693667,-134.876833,57.690166999999995,-134.834333,521.208,45,10,1,14,20,02
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,44,10,20,7,4,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,44,5,21,5,9,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,45,9,23,0,13,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,45,7,28,1,8,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,45,7,21,0,16,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,45,8,22,2,12,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,44,10,14,2,12,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,45,18,11,1,12,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,46,8,17,0,17,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,40,8,20,0,11,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,46,10,17,0,15,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,44,10,15,3,12,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,46,17,12,0,15,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,44,9,18,0,14,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,45,15,10,1,12,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,44,8,8,4,20,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,45,9,15,1,14,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,45,15,11,2,12,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,46,15,12,0,12,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,45,5,15,1,4,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,45,9,27,1,5,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,45,0,30,2,10,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,46,8,23,3,9,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,45,14,13,0,12,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T19:40:00Z,15,1125,13C,78.7,NA,NA,10,39,345731,57.598667,-134.727167,57.579167,-134.7065,457.2,46,6,23,0,14,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,46,15,6,18,5,02
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,6,19,2,17,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,14,10,0,20,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,44,10,15,2,14,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,8,12,1,23,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,9,14,3,16,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,10,15,1,18,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,12,15,1,15,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,10,25,0,9,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,11,15,1,15,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,7,11,6,20,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,4,21,0,20,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,46,8,12,0,25,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,7,12,2,23,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,44,11,8,3,16,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,46,15,8,0,19,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,8,9,2,20,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,12,5,0,26,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,44,16,13,2,11,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,12,17,1,12,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,11,3,1,25,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,5,13,1,25,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,9,12,4,20,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,45,10,9,0,24,01
2001,603,3,710,26017,IDA-JUNE,2001-08-12T22:20:00Z,15,1125,13C,78.7,NA,NA,11,35,345731,57.548500000000004,-134.702167,57.525667,-134.702167,521.208,41,10,3,0,27,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,5,14,3,20,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,3,9,15,18,02
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,12,11,2,17,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,11,17,1,11,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,10,6,2,23,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,10,10,0,23,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,8,16,2,16,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,4,15,2,21,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,13,12,0,14,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,2,10,24,6,02
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,9,21,1,12,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,8,13,1,19,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,2,18,0,19,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,12,12,0,19,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,7,14,0,19,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,12,11,2,17,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,12,11,0,21,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,9,10,0,21,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,12,9,2,19,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,7,13,0,23,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,9,7,1,27,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,8,9,1,24,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,8,16,1,18,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,7,18,1,18,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T00:40:00Z,15,1125,13C,78.7,NA,NA,12,37,345731,57.562667,-134.752333,57.536832999999994,-134.752333,598.0176,45,11,14,0,16,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,12,14,8,8,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,7,17,1,10,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,44,5,16,1,11,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,11,15,0,13,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,4,18,0,9,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,8,18,0,9,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,14,11,0,8,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,12,16,0,11,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,11,17,0,14,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,10,9,4,21,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,14,4,1,24,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,6,8,0,27,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,12,13,0,20,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,13,5,0,25,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,9,11,0,21,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,46,6,19,0,16,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,3,15,1,22,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,12,8,0,21,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,44,15,7,0,21,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,4,15,0,26,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,47,9,11,0,24,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,9,12,0,23,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,12,6,0,25,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,10,14,0,20,01
2001,603,3,710,26017,IDA-JUNE,2001-08-13T20:40:00Z,15,1125,13C,78.7,NA,NA,13,30,345701,57.330667,-134.657333,57.354833,-134.654,636.4224,45,6,13,1,21,01
