YEAR,PROJECT_CODE,TRIP_NO,TARGET_SPECIES_CODE,ADFG_NO,VESSEL_NAME,TIME_FIRST_BUOY_ONBOARD,EFFORT_NO,STATION_NO,SPECIES_CODE,STAT,MANAGEMENT_AREA,START_LAT,START_LON,END_LAT,END_LON,DEPTH_METERS,LENGTH,WEIGHT,AGE,AGE_TYPE_CODE,AGE_READABILITY_CODE,SEX_CODE,MATURITY_CODE,TAG_NO,TAG_BATCH_NO,DISCARD_STATUS,RELEASE_CONDITION_CODE,Specimen Number
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,62,,,,,,,109552,30,Tagged and released,01,50
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,60,,,,,,,109553,30,Tagged and released,08,51
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,64,,,,,,,109554,30,Tagged and released,01,52
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,54,,,,,,,109555,30,Tagged and released,01,53
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,59,,,,,,,109556,30,Tagged and released,01,54
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,51,,,,,,,109557,30,Tagged and released,01,55
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,52,,,,,,,109558,30,Tagged and released,01,56
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,47,,,,,,,109559,30,Tagged and released,01,57
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,54,,,,,,,109560,30,Tagged and released,01,58
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,59,,,,,,,109561,30,Tagged and released,01,59
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,59,,,,,,,109562,30,Tagged and released,01,60
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,69,,,,,,,109563,30,Tagged and released,01,61
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,61,,,,,,,109564,30,Tagged and released,01,62
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,57,,,,,,,109565,30,Tagged and released,01,63
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,60,,,,,,,109566,30,Tagged and released,01,64
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,61,,,,,,,109567,30,Tagged and released,01,65
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,55,,,,,,,109568,30,Tagged and released,04,66
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,58,,,,,,,109569,30,Tagged and released,01,67
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,56,,,,,,,109570,30,Tagged and released,01,68
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,57,,,,,,,109571,30,Tagged and released,01,69
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,62,,,,,,,109572,30,Tagged and released,01,70
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,58,,,,,,,109573,30,Tagged and released,01,71
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,55,,,,,,,109574,30,Tagged and released,01,72
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,64,,,,,,,109575,30,Tagged and released,01,73
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,56,,,,,,,109576,30,Tagged and released,01,74
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,52,,,,,,,109577,30,Tagged and released,01,75
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,60,,,,,,,109578,30,Tagged and released,01,76
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,60,,,,,,,109579,30,Tagged and released,01,77
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,52,,,,,,,109580,30,Tagged and released,01,78
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,59,,,,,,,109581,30,Tagged and released,01,79
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,61,,,,,,,109582,30,Tagged and released,01,80
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,58,,,,,,,109583,30,Tagged and released,01,81
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,56,,,,,,,109584,30,Tagged and released,01,82
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,63,,,,,,,109585,30,Tagged and released,01,83
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,52,,,,,,,109586,30,Tagged and released,01,84
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,55,,,,,,,109587,30,Tagged and released,01,85
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,56,,,,,,,109588,30,Tagged and released,01,86
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,52,,,,,,,109589,30,Tagged and released,01,87
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,63,,,,,,,109590,30,Tagged and released,01,88
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,52,,,,,,,109591,30,Tagged and released,01,89
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,67,,,,,,,109592,30,Tagged and released,01,90
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,61,,,,,,,109593,30,Tagged and released,01,91
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,57,,,,,,,109594,30,Tagged and released,01,92
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,63,,,,,,,109595,30,Tagged and released,01,93
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,52,,,,,,,109596,30,Tagged and released,01,94
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,58,,,,,,,109597,30,Tagged and released,01,95
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,57,,,,,,,109598,30,Tagged and released,01,96
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,59,,,,,,,109599,30,Tagged and released,01,97
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,55,,,,,,,109600,30,Tagged and released,01,98
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,49,,,,,,,109601,30,Tagged and released,01,99
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,65,,,,,,,109602,30,Tagged and released,01,100
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,53,,,,,,,109603,30,Tagged and released,01,101
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,60,,,,,,,109604,30,Tagged and released,01,102
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,61,,,,,,,109605,30,Tagged and released,01,103
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,50,,,,,,,109606,30,Tagged and released,01,104
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,54,,,,,,,109607,30,Tagged and released,01,105
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,52,,,,,,,109608,30,Tagged and released,01,106
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,51,,,,,,,109609,30,Tagged and released,01,107
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,67,,,,,,,109610,30,Tagged and released,01,108
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,56,,,,,,,109611,30,Tagged and released,01,109
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,62,,,,,,,109612,30,Tagged and released,01,110
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,51,,,,,,,109613,30,Tagged and released,01,111
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,46,,,,,,,109614,30,Tagged and released,01,112
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,55,,,,,,,109615,30,Tagged and released,01,113
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,54,,,,,,,109616,30,Tagged and released,01,114
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,46,,,,,,,109617,30,Tagged and released,01,115
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,47,,,,,,,109618,30,Tagged and released,01,116
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,54,,,,,,,109619,30,Tagged and released,01,117
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,62,,,,,,,109620,30,Tagged and released,01,118
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,56,,,,,,,109621,30,Tagged and released,01,119
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,63,,,,,,,109622,30,Tagged and released,01,120
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,68,,,,,,,109623,30,Tagged and released,01,121
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,57,,,,,,,109624,30,Tagged and released,01,122
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,65,,,,,,,109625,30,Tagged and released,01,123
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,60,,,,,,,109626,30,Tagged and released,01,124
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,58,,,,,,,109627,30,Tagged and released,01,125
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,61,,,,,,,109628,30,Tagged and released,01,126
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,53,,,,,,,109629,30,Tagged and released,01,127
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,72,,,,,,,109630,30,Tagged and released,01,128
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,57,,,,,,,109631,30,Tagged and released,01,129
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,59,,,,,,,109632,30,Tagged and released,01,130
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,61,,,,,,,109633,30,Tagged and released,01,131
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,60,,,,,,,109634,30,Tagged and released,01,132
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,54,,,,,,,109635,30,Tagged and released,01,133
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,54,,,,,,,109636,30,Tagged and released,01,134
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,61,,,,,,,109637,30,Tagged and released,01,135
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,64,,,,,,,109638,30,Tagged and released,01,136
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,65,,,,,,,109639,30,Tagged and released,01,137
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,65,,,,,,,109640,30,Tagged and released,01,138
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,58,,,,,,,109641,30,Tagged and released,01,139
2022,611,1,710,99946,MEDEIA,2022-05-03 09:50:00,1,,710,345803,NSEI,58.345967,-135.004167,58.368603,-135.00385,574.2432,59,,,,,,,109642,30,Tagged and released,01,140
