Year,Project Code,Project,Trip Number,Vessel Name,Gear Code,Gear,Target Species Code,Target Species,Effort Number,Haul Back Order,Time Second Anchor Overboard,Time First Anchor Onboard,Time Second Anchor Onboard,Soak Time,Average Depth Fathoms,Substrate Type,Groundfish Stat Area,Pot Type,Subset Number,Depth Fathoms,Pot Type,Specimen Number,Tag Batch Number,Tag Number,Sample Type Code,Species Code,Species,Length Type,Length Millimeters,Release Condition Code,Release Condition,Discard Status Code,Discard Status,Tag Event,Specimen Comments
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,4,225,Cone,17,30,109519,1,710,Sablefish,Tip of snout to fork of tail,630,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,4,225,Cone,18,30,109520,1,710,Sablefish,Tip of snout to fork of tail,620,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,4,225,Cone,19,30,109521,1,710,Sablefish,Tip of snout to fork of tail,600,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,4,225,Cone,20,30,109522,1,710,Sablefish,Tip of snout to fork of tail,620,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,4,225,Cone,21,30,109523,1,710,Sablefish,Tip of snout to fork of tail,510,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,4,225,Cone,22,30,109524,1,710,Sablefish,Tip of snout to fork of tail,500,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,4,225,Cone,23,30,109525,1,710,Sablefish,Tip of snout to fork of tail,510,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,4,225,Cone,24,30,109526,1,710,Sablefish,Tip of snout to fork of tail,510,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,25,30,109527,1,710,Sablefish,Tip of snout to fork of tail,640,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,26,30,109528,1,710,Sablefish,Tip of snout to fork of tail,670,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,27,30,109529,1,710,Sablefish,Tip of snout to fork of tail,620,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,28,30,109530,1,710,Sablefish,Tip of snout to fork of tail,610,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,29,30,109531,1,710,Sablefish,Tip of snout to fork of tail,650,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,30,30,109532,1,710,Sablefish,Tip of snout to fork of tail,610,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,31,30,109533,1,710,Sablefish,Tip of snout to fork of tail,650,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,32,30,109534,1,710,Sablefish,Tip of snout to fork of tail,660,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,33,30,109535,1,710,Sablefish,Tip of snout to fork of tail,610,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,34,30,109536,1,710,Sablefish,Tip of snout to fork of tail,580,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,35,30,109537,1,710,Sablefish,Tip of snout to fork of tail,590,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,36,30,109538,1,710,Sablefish,Tip of snout to fork of tail,640,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,37,30,109539,1,710,Sablefish,Tip of snout to fork of tail,570,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,38,30,109540,1,710,Sablefish,Tip of snout to fork of tail,520,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,39,30,109541,1,710,Sablefish,Tip of snout to fork of tail,630,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,5,322,Slinky,270,,,1,710,Sablefish,Tip of snout to fork of tail,570,4,Old injury,2,"Discarded, not marketable",,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,40,30,109542,1,710,Sablefish,Tip of snout to fork of tail,610,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,41,30,109543,1,710,Sablefish,Tip of snout to fork of tail,560,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,42,30,109544,1,710,Sablefish,Tip of snout to fork of tail,610,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,43,30,109545,1,710,Sablefish,Tip of snout to fork of tail,670,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,44,30,109546,1,710,Sablefish,Tip of snout to fork of tail,570,4,Old injury,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,45,30,109547,1,710,Sablefish,Tip of snout to fork of tail,570,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,46,30,109548,1,710,Sablefish,Tip of snout to fork of tail,610,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,47,30,109549,1,710,Sablefish,Tip of snout to fork of tail,560,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,48,30,109550,1,710,Sablefish,Tip of snout to fork of tail,580,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,49,30,109551,1,710,Sablefish,Tip of snout to fork of tail,510,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,50,30,109552,1,710,Sablefish,Tip of snout to fork of tail,620,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,51,30,109553,1,710,Sablefish,Tip of snout to fork of tail,600,8,"Lacks vigor, shows ill effects from capture and handling (NMFS 3)",5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,52,30,109554,1,710,Sablefish,Tip of snout to fork of tail,640,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,53,30,109555,1,710,Sablefish,Tip of snout to fork of tail,540,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,54,30,109556,1,710,Sablefish,Tip of snout to fork of tail,590,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,55,30,109557,1,710,Sablefish,Tip of snout to fork of tail,510,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,56,30,109558,1,710,Sablefish,Tip of snout to fork of tail,520,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,57,30,109559,1,710,Sablefish,Tip of snout to fork of tail,470,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,58,30,109560,1,710,Sablefish,Tip of snout to fork of tail,540,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,59,30,109561,1,710,Sablefish,Tip of snout to fork of tail,590,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,6,318,Cone,60,30,109562,1,710,Sablefish,Tip of snout to fork of tail,590,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,61,30,109563,1,710,Sablefish,Tip of snout to fork of tail,690,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,62,30,109564,1,710,Sablefish,Tip of snout to fork of tail,610,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,63,30,109565,1,710,Sablefish,Tip of snout to fork of tail,570,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,64,30,109566,1,710,Sablefish,Tip of snout to fork of tail,600,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,65,30,109567,1,710,Sablefish,Tip of snout to fork of tail,610,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,66,30,109568,1,710,Sablefish,Tip of snout to fork of tail,550,4,Old injury,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,67,30,109569,1,710,Sablefish,Tip of snout to fork of tail,580,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,68,30,109570,1,710,Sablefish,Tip of snout to fork of tail,560,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,69,30,109571,1,710,Sablefish,Tip of snout to fork of tail,570,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,70,30,109572,1,710,Sablefish,Tip of snout to fork of tail,620,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,71,30,109573,1,710,Sablefish,Tip of snout to fork of tail,580,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,72,30,109574,1,710,Sablefish,Tip of snout to fork of tail,550,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,73,30,109575,1,710,Sablefish,Tip of snout to fork of tail,640,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,74,30,109576,1,710,Sablefish,Tip of snout to fork of tail,560,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,75,30,109577,1,710,Sablefish,Tip of snout to fork of tail,520,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,7,317,Slinky,76,30,109578,1,710,Sablefish,Tip of snout to fork of tail,600,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,8,315,Cone,77,30,109579,1,710,Sablefish,Tip of snout to fork of tail,600,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,8,315,Cone,78,30,109580,1,710,Sablefish,Tip of snout to fork of tail,520,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,1,Same,5/2/2022 13:53,5/3/2022 10:00,5/3/2022 11:20,20:07,314,Mud/Soft,345803,Multiple,8,315,Cone,79,30,109581,1,710,Sablefish,Tip of snout to fork of tail,590,1,Presumed healthy,5,Tagged and released,,
