year,Source,Sex,age,n,proportion,Age
2003,LL survey,Sex combined,2,0,0,2
2004,LL survey,Sex combined,2,0,0,2
2005,LL survey,Sex combined,2,2,0.0023,2
2006,LL survey,Sex combined,2,0,0,2
2007,LL survey,Sex combined,2,1,0.00136,2
2008,LL survey,Sex combined,2,0,0,2
2009,LL survey,Sex combined,2,1,0.00162,2
2010,LL survey,Sex combined,2,5,0.00826,2
2011,LL survey,Sex combined,2,1,0.00148,2
2012,LL survey,Sex combined,2,1,0.00138,2
2013,LL survey,Sex combined,2,0,0,2
2014,LL survey,Sex combined,2,0,0,2
2015,LL survey,Sex combined,2,4,0.00815,2
2016,LL survey,Sex combined,2,32,0.05797,2
2017,LL survey,Sex combined,2,9,0.01508,2
2018,LL survey,Sex combined,2,6,0.01068,2
2019,LL survey,Sex combined,2,1,0.00214,2
2020,LL survey,Sex combined,2,5,0.00814,2
2021,LL survey,Sex combined,2,8,0.01244,2
2022,LL survey,Sex combined,2,14,0.02167,2
1997,LL survey,Sex combined,2,0,0,2
1998,LL survey,Sex combined,2,1,0.00287,2
1999,LL survey,Sex combined,2,15,0.05495,2
2000,LL survey,Sex combined,2,7,0.01842,2
2001,LL survey,Sex combined,2,3,0.00679,2
2022,Pot fishery,Sex combined,2,0,0,2
2002,LL fishery,Female,3,3,0.00242,3
2003,LL fishery,Female,3,3,0.00295,3
2004,LL fishery,Female,3,1,6.6e-4,3
2005,LL fishery,Female,3,1,8e-4,3
2006,LL fishery,Female,3,2,0.00187,3
2007,LL fishery,Female,3,1,0.00102,3
2008,LL fishery,Female,3,1,9.9e-4,3
2009,LL fishery,Female,3,0,0,3
2010,LL fishery,Female,3,1,0.00102,3
2011,LL fishery,Female,3,2,0.00218,3
2012,LL fishery,Female,3,7,0.00758,3
2013,LL fishery,Female,3,1,0.00152,3
2014,LL fishery,Female,3,0,0,3
2015,LL fishery,Female,3,2,0.00266,3
2016,LL fishery,Female,3,10,0.01095,3
2017,LL fishery,Female,3,17,0.02048,3
2018,LL fishery,Female,3,7,0.00864,3
2019,LL fishery,Female,3,5,0.00621,3
2020,LL fishery,Female,3,5,0.00638,3
2021,LL fishery,Female,3,1,0.00201,3
2022,LL fishery,Female,3,5,0.00611,3
2002,LL survey,Female,3,3,0.0102,3
2003,LL survey,Female,3,0,0,3
2004,LL survey,Female,3,0,0,3
2005,LL survey,Female,3,1,0.00199,3
2006,LL survey,Female,3,1,0.0024,3
2007,LL survey,Female,3,6,0.01471,3
2008,LL survey,Female,3,4,0.0119,3
2009,LL survey,Female,3,2,0.00548,3
2010,LL survey,Female,3,0,0,3
2011,LL survey,Female,3,14,0.03836,3
2012,LL survey,Female,3,5,0.01235,3
2013,LL survey,Female,3,1,0.00392,3
2014,LL survey,Female,3,0,0,3
2015,LL survey,Female,3,7,0.024140000000000002,3
2016,LL survey,Female,3,41,0.13016,3
2017,LL survey,Female,3,27,0.07781,3
2018,LL survey,Female,3,13,0.03746,3
2019,LL survey,Female,3,23,0.0855,3
2020,LL survey,Female,3,8,0.021329999999999998,3
2021,LL survey,Female,3,4,0.01084,3
2022,LL survey,Female,3,14,0.0413,3
1997,LL survey,Female,3,0,0,3
1998,LL survey,Female,3,1,0.0051,3
1999,LL survey,Female,3,8,0.06202,3
2000,LL survey,Female,3,13,0.06311,3
2001,LL survey,Female,3,11,0.06077,3
2022,Pot fishery,Female,3,2,0.00772,3
2002,LL fishery,Male,3,2,0.00198,3
2003,LL fishery,Male,3,6,0.00794,3
2004,LL fishery,Male,3,1,0.00133,3
2005,LL fishery,Male,3,1,0.00199,3
2006,LL fishery,Male,3,3,0.00497,3
2007,LL fishery,Male,3,2,0.00392,3
2008,LL fishery,Male,3,1,0.00193,3
2009,LL fishery,Male,3,0,0,3
2010,LL fishery,Male,3,5,0.00912,3
2011,LL fishery,Male,3,2,0.00366,3
2012,LL fishery,Male,3,12,0.02,3
2013,LL fishery,Male,3,1,0.00153,3
2014,LL fishery,Male,3,0,0,3
2015,LL fishery,Male,3,0,0,3
2016,LL fishery,Male,3,12,0.024,3
2017,LL fishery,Male,3,7,0.01186,3
2018,LL fishery,Male,3,5,0.00994,3
2019,LL fishery,Male,3,2,0.00407,3
2020,LL fishery,Male,3,2,0.00391,3
2021,LL fishery,Male,3,2,0.00837,3
2022,LL fishery,Male,3,0,0,3
2002,LL survey,Male,3,2,0.00581,3
2003,LL survey,Male,3,0,0,3
2004,LL survey,Male,3,0,0,3
2005,LL survey,Male,3,0,0,3
2006,LL survey,Male,3,0,0,3
2007,LL survey,Male,3,10,0.0304,3
2008,LL survey,Male,3,1,0.0037,3
2009,LL survey,Male,3,0,0,3
2010,LL survey,Male,3,5,0.01754,3
2011,LL survey,Male,3,7,0.02251,3
2012,LL survey,Male,3,3,0.0094,3
2013,LL survey,Male,3,1,0.00357,3
2014,LL survey,Male,3,1,0.00364,3
2015,LL survey,Male,3,7,0.03483,3
2016,LL survey,Male,3,18,0.07595,3
2017,LL survey,Male,3,17,0.068,3
2018,LL survey,Male,3,11,0.05116,3
2019,LL survey,Male,3,14,0.07071,3
2020,LL survey,Male,3,8,0.03347,3
2021,LL survey,Male,3,7,0.02555,3
2022,LL survey,Male,3,15,0.04886,3
1997,LL survey,Male,3,1,0.0037200000000000002,3
1998,LL survey,Male,3,1,0.00654,3
1999,LL survey,Male,3,7,0.04861,3
2000,LL survey,Male,3,5,0.02874,3
2001,LL survey,Male,3,8,0.03065,3
2022,Pot fishery,Male,3,0,0,3
2002,LL fishery,Sex combined,3,5,0.00223,3
2003,LL fishery,Sex combined,3,9,0.00508,3
2004,LL fishery,Sex combined,3,2,8.8e-4,3
2005,LL fishery,Sex combined,3,2,0.00115,3
2006,LL fishery,Sex combined,3,5,0.00299,3
2007,LL fishery,Sex combined,3,3,0.00201,3
2008,LL fishery,Sex combined,3,2,0.00131,3
2009,LL fishery,Sex combined,3,0,0,3
2010,LL fishery,Sex combined,3,6,0.00393,3
2011,LL fishery,Sex combined,3,4,0.00273,3
2012,LL fishery,Sex combined,3,19,0.01248,3
2013,LL fishery,Sex combined,3,2,0.00153,3
2014,LL fishery,Sex combined,3,0,0,3
2015,LL fishery,Sex combined,3,2,0.00166,3
2016,LL fishery,Sex combined,3,22,0.01557,3
2017,LL fishery,Sex combined,3,24,0.0169,3
2018,LL fishery,Sex combined,3,12,0.00914,3
2019,LL fishery,Sex combined,3,7,0.0054,3
2020,LL fishery,Sex combined,3,7,0.00541,3
2021,LL fishery,Sex combined,3,3,0.00407,3
2022,LL fishery,Sex combined,3,5,0.00441,3
2002,LL survey,Sex combined,3,5,0.00784,3
2003,LL survey,Sex combined,3,0,0,3
2004,LL survey,Sex combined,3,0,0,3
2005,LL survey,Sex combined,3,1,0.00115,3
2006,LL survey,Sex combined,3,1,0.00137,3
2007,LL survey,Sex combined,3,16,0.02171,3
2008,LL survey,Sex combined,3,5,0.00825,3
2009,LL survey,Sex combined,3,2,0.00324,3
2010,LL survey,Sex combined,3,5,0.00826,3
2011,LL survey,Sex combined,3,21,0.03107,3
2012,LL survey,Sex combined,3,8,0.01105,3
2013,LL survey,Sex combined,3,2,0.00374,3
2014,LL survey,Sex combined,3,1,0.00179,3
2015,LL survey,Sex combined,3,14,0.02851,3
2016,LL survey,Sex combined,3,59,0.10688,3
2017,LL survey,Sex combined,3,44,0.0737,3
2018,LL survey,Sex combined,3,24,0.0427,3
2019,LL survey,Sex combined,3,37,0.07923,3
2020,LL survey,Sex combined,3,16,0.02606,3
2021,LL survey,Sex combined,3,11,0.01711,3
2022,LL survey,Sex combined,3,29,0.04489,3
1997,LL survey,Sex combined,3,1,0.00192,3
1998,LL survey,Sex combined,3,2,0.00573,3
1999,LL survey,Sex combined,3,15,0.05495,3
2000,LL survey,Sex combined,3,18,0.04737,3
2001,LL survey,Sex combined,3,19,0.04299,3
2022,Pot fishery,Sex combined,3,2,0.00593,3
2002,LL fishery,Female,4,16,0.01292,4
2003,LL fishery,Female,4,10,0.00983,4
2004,LL fishery,Female,4,29,0.01918,4
2005,LL fishery,Female,4,11,0.00884,4
2006,LL fishery,Female,4,7,0.00655,4
2007,LL fishery,Female,4,6,0.0061,4
2008,LL fishery,Female,4,5,0.00493,4
2009,LL fishery,Female,4,0,0,4
2010,LL fishery,Female,4,10,0.01021,4
2011,LL fishery,Female,4,5,0.00545,4
2012,LL fishery,Female,4,29,0.03142,4
2013,LL fishery,Female,4,12,0.01829,4
2014,LL fishery,Female,4,4,0.00515,4
2015,LL fishery,Female,4,12,0.01594,4
2016,LL fishery,Female,4,28,0.03067,4
2017,LL fishery,Female,4,51,0.06145,4
2018,LL fishery,Female,4,30,0.03704,4
2019,LL fishery,Female,4,16,0.01988,4
2020,LL fishery,Female,4,38,0.04847,4
2021,LL fishery,Female,4,10,0.02008,4
2022,LL fishery,Female,4,20,0.02445,4
2002,LL survey,Female,4,8,0.02721,4
2003,LL survey,Female,4,0,0,4
2004,LL survey,Female,4,1,0.00253,4
2005,LL survey,Female,4,2,0.00398,4
2006,LL survey,Female,4,1,0.0024,4
2007,LL survey,Female,4,22,0.05392,4
2008,LL survey,Female,4,6,0.01786,4
2009,LL survey,Female,4,5,0.0137,4
2010,LL survey,Female,4,5,0.01562,4
2011,LL survey,Female,4,12,0.03288,4
2012,LL survey,Female,4,30,0.07407,4
2013,LL survey,Female,4,2,0.00784,4
2014,LL survey,Female,4,3,0.01053,4
2015,LL survey,Female,4,9,0.03103,4
2016,LL survey,Female,4,22,0.06984,4
2017,LL survey,Female,4,48,0.13833,4
2018,LL survey,Female,4,36,0.10375,4
2019,LL survey,Female,4,41,0.15242,4
2020,LL survey,Female,4,50,0.13333,4
2021,LL survey,Female,4,17,0.04607,4
2022,LL survey,Female,4,28,0.0826,4
1997,LL survey,Female,4,4,0.01581,4
1998,LL survey,Female,4,4,0.02041,4
1999,LL survey,Female,4,11,0.08527,4
2000,LL survey,Female,4,17,0.08252,4
2001,LL survey,Female,4,7,0.03867,4
2022,Pot fishery,Female,4,6,0.02317,4
2002,LL fishery,Male,4,9,0.00892,4
2003,LL fishery,Male,4,10,0.01323,4
2004,LL fishery,Male,4,11,0.01465,4
2005,LL fishery,Male,4,6,0.01195,4
2006,LL fishery,Male,4,2,0.00331,4
2007,LL fishery,Male,4,2,0.00392,4
2008,LL fishery,Male,4,2,0.00387,4
2009,LL fishery,Male,4,1,0.00195,4
2010,LL fishery,Male,4,9,0.01642,4
2011,LL fishery,Male,4,8,0.01463,4
2012,LL fishery,Male,4,10,0.01667,4
2013,LL fishery,Male,4,12,0.0184,4
2014,LL fishery,Male,4,2,0.00357,4
2015,LL fishery,Male,4,5,0.01111,4
2016,LL fishery,Male,4,15,0.03,4
2017,LL fishery,Male,4,21,0.03559,4
2018,LL fishery,Male,4,14,0.02783,4
2019,LL fishery,Male,4,9,0.01829,4
2020,LL fishery,Male,4,15,0.02935,4
2021,LL fishery,Male,4,9,0.03766,4
2022,LL fishery,Male,4,8,0.02524,4
2002,LL survey,Male,4,3,0.00872,4
2003,LL survey,Male,4,1,0.00254,4
2004,LL survey,Male,4,1,0.00292,4
2005,LL survey,Male,4,2,0.00546,4
2006,LL survey,Male,4,1,0.00316,4
2007,LL survey,Male,4,16,0.04863,4
2008,LL survey,Male,4,4,0.01481,4
2009,LL survey,Male,4,2,0.00791,4
2010,LL survey,Male,4,0,0,4
2011,LL survey,Male,4,11,0.03537,4
2012,LL survey,Male,4,24,0.07524,4
2013,LL survey,Male,4,3,0.01071,4
2014,LL survey,Male,4,1,0.00364,4
2015,LL survey,Male,4,19,0.09453,4
2016,LL survey,Male,4,16,0.06751,4
2017,LL survey,Male,4,29,0.116,4
2018,LL survey,Male,4,22,0.10233,4
2019,LL survey,Male,4,25,0.12626,4
2020,LL survey,Male,4,25,0.1046,4
2021,LL survey,Male,4,15,0.05474,4
2022,LL survey,Male,4,17,0.05537,4
1997,LL survey,Male,4,1,0.0037200000000000002,4
1998,LL survey,Male,4,4,0.02614,4
1999,LL survey,Male,4,10,0.06944,4
2000,LL survey,Male,4,8,0.04598,4
2001,LL survey,Male,4,14,0.05364,4
2022,Pot fishery,Male,4,3,0.03846,4
2002,LL fishery,Sex combined,4,25,0.01113,4
2003,LL fishery,Sex combined,4,20,0.01128,4
2004,LL fishery,Sex combined,4,40,0.01768,4
2005,LL fishery,Sex combined,4,17,0.00974,4
2006,LL fishery,Sex combined,4,9,0.00538,4
2007,LL fishery,Sex combined,4,8,0.00536,4
2008,LL fishery,Sex combined,4,7,0.00457,4
2009,LL fishery,Sex combined,4,1,6.4e-4,4
2010,LL fishery,Sex combined,4,19,0.01244,4
2011,LL fishery,Sex combined,4,13,0.00887,4
2012,LL fishery,Sex combined,4,39,0.02561,4
2013,LL fishery,Sex combined,4,24,0.01835,4
2014,LL fishery,Sex combined,4,6,0.00448,4
2015,LL fishery,Sex combined,4,17,0.01413,4
2016,LL fishery,Sex combined,4,43,0.03043,4
2017,LL fishery,Sex combined,4,72,0.0507,4
2018,LL fishery,Sex combined,4,44,0.03351,4
2019,LL fishery,Sex combined,4,25,0.01928,4
2020,LL fishery,Sex combined,4,53,0.04093,4
2021,LL fishery,Sex combined,4,19,0.02578,4
2022,LL fishery,Sex combined,4,28,0.02467,4
2002,LL survey,Sex combined,4,11,0.01724,4
2003,LL survey,Sex combined,4,1,0.00128,4
2004,LL survey,Sex combined,4,2,0.00271,4
2005,LL survey,Sex combined,4,4,0.00461,4
2006,LL survey,Sex combined,4,2,0.00273,4
2007,LL survey,Sex combined,4,38,0.05156,4
2008,LL survey,Sex combined,4,10,0.0165,4
2009,LL survey,Sex combined,4,7,0.01133,4
2010,LL survey,Sex combined,4,5,0.00826,4
2011,LL survey,Sex combined,4,23,0.03402,4
2012,LL survey,Sex combined,4,54,0.07459,4
2013,LL survey,Sex combined,4,5,0.00935,4
2014,LL survey,Sex combined,4,4,0.00714,4
2015,LL survey,Sex combined,4,28,0.05703,4
2016,LL survey,Sex combined,4,38,0.06884,4
2017,LL survey,Sex combined,4,77,0.12898,4
2018,LL survey,Sex combined,4,58,0.1032,4
2019,LL survey,Sex combined,4,66,0.14133,4
2020,LL survey,Sex combined,4,75,0.12215,4
2021,LL survey,Sex combined,4,32,0.04977,4
2022,LL survey,Sex combined,4,45,0.06966,4
1997,LL survey,Sex combined,4,5,0.00958,4
1998,LL survey,Sex combined,4,8,0.02292,4
1999,LL survey,Sex combined,4,21,0.07692,4
2000,LL survey,Sex combined,4,25,0.06579,4
2001,LL survey,Sex combined,4,21,0.04751,4
2022,Pot fishery,Sex combined,4,9,0.02671,4
2002,LL fishery,Female,5,47,0.03796,5
2003,LL fishery,Female,5,74,0.07276,5
2004,LL fishery,Female,5,52,0.03439,5
2005,LL fishery,Female,5,46,0.03698,5
2006,LL fishery,Female,5,35,0.03277,5
2007,LL fishery,Female,5,23,0.0234,5
2008,LL fishery,Female,5,20,0.01972,5
2009,LL fishery,Female,5,6,0.00574,5
2010,LL fishery,Female,5,15,0.01532,5
2011,LL fishery,Female,5,15,0.01634,5
2012,LL fishery,Female,5,46,0.04984,5
2013,LL fishery,Female,5,29,0.04421,5
2014,LL fishery,Female,5,18,0.02317,5
2015,LL fishery,Female,5,26,0.03453,5
2016,LL fishery,Female,5,27,0.02957,5
2017,LL fishery,Female,5,39,0.04699,5
2018,LL fishery,Female,5,57,0.07037,5
2019,LL fishery,Female,5,47,0.05839,5
2020,LL fishery,Female,5,94,0.1199,5
2021,LL fishery,Female,5,51,0.10241,5
2022,LL fishery,Female,5,82,0.10024,5
2002,LL survey,Female,5,19,0.06463,5
2003,LL survey,Female,5,20,0.05181,5
2004,LL survey,Female,5,9,0.02278,5
2005,LL survey,Female,5,11,0.02191,5
2006,LL survey,Female,5,2,0.00481,5
2007,LL survey,Female,5,21,0.05147,5
2008,LL survey,Female,5,9,0.02679,5
2009,LL survey,Female,5,10,0.0274,5
2010,LL survey,Female,5,7,0.02187,5
2011,LL survey,Female,5,17,0.04658,5
2012,LL survey,Female,5,48,0.11852,5
2013,LL survey,Female,5,18,0.07059,5
2014,LL survey,Female,5,4,0.01404,5
2015,LL survey,Female,5,16,0.05517,5
2016,LL survey,Female,5,16,0.05079,5
2017,LL survey,Female,5,50,0.14409,5
2018,LL survey,Female,5,51,0.14697,5
2019,LL survey,Female,5,46,0.171,5
2020,LL survey,Female,5,76,0.20267,5
2021,LL survey,Female,5,104,0.28184,5
2022,LL survey,Female,5,46,0.13569,5
1997,LL survey,Female,5,5,0.01976,5
1998,LL survey,Female,5,9,0.04592,5
1999,LL survey,Female,5,11,0.08527,5
2000,LL survey,Female,5,22,0.1068,5
2001,LL survey,Female,5,14,0.07735,5
2022,Pot fishery,Female,5,23,0.0888,5
2002,LL fishery,Male,5,29,0.02874,5
2003,LL fishery,Male,5,40,0.05291,5
2004,LL fishery,Male,5,30,0.03995,5
2005,LL fishery,Male,5,21,0.04183,5
2006,LL fishery,Male,5,15,0.02483,5
2007,LL fishery,Male,5,14,0.02745,5
2008,LL fishery,Male,5,15,0.02901,5
2009,LL fishery,Male,5,3,0.00584,5
2010,LL fishery,Male,5,10,0.01825,5
2011,LL fishery,Male,5,6,0.01097,5
2012,LL fishery,Male,5,13,0.02167,5
2013,LL fishery,Male,5,15,0.02301,5
2014,LL fishery,Male,5,10,0.01783,5
2015,LL fishery,Male,5,8,0.01778,5
2016,LL fishery,Male,5,16,0.032,5
2017,LL fishery,Male,5,23,0.03898,5
2018,LL fishery,Male,5,25,0.0497,5
2019,LL fishery,Male,5,13,0.02642,5
2020,LL fishery,Male,5,26,0.05088,5
2021,LL fishery,Male,5,17,0.07113,5
2022,LL fishery,Male,5,26,0.08202,5
2002,LL survey,Male,5,17,0.04942,5
2003,LL survey,Male,5,17,0.04315,5
2004,LL survey,Male,5,8,0.02339,5
2005,LL survey,Male,5,8,0.02186,5
2006,LL survey,Male,5,0,0,5
2007,LL survey,Male,5,21,0.06383,5
2008,LL survey,Male,5,8,0.02963,5
2009,LL survey,Male,5,6,0.02372,5
2010,LL survey,Male,5,4,0.01404,5
2011,LL survey,Male,5,20,0.06431,5
2012,LL survey,Male,5,47,0.14734,5
2013,LL survey,Male,5,7,0.025,5
2014,LL survey,Male,5,10,0.03636,5
2015,LL survey,Male,5,15,0.07463,5
2016,LL survey,Male,5,15,0.06329,5
2017,LL survey,Male,5,32,0.128,5
2018,LL survey,Male,5,18,0.08372,5
2019,LL survey,Male,5,22,0.11111,5
2020,LL survey,Male,5,42,0.17573,5
2021,LL survey,Male,5,84,0.30657,5
2022,LL survey,Male,5,47,0.15309,5
1997,LL survey,Male,5,1,0.0037200000000000002,5
1998,LL survey,Male,5,9,0.05882,5
1999,LL survey,Male,5,4,0.02778,5
2000,LL survey,Male,5,15,0.08621,5
2001,LL survey,Male,5,19,0.0728,5
2022,Pot fishery,Male,5,6,0.07692,5
2002,LL fishery,Sex combined,5,76,0.03382,5
2003,LL fishery,Sex combined,5,114,0.0643,5
2004,LL fishery,Sex combined,5,82,0.03624,5
2005,LL fishery,Sex combined,5,67,0.03837,5
2006,LL fishery,Sex combined,5,50,0.0299,5
2007,LL fishery,Sex combined,5,37,0.02478,5
2008,LL fishery,Sex combined,5,35,0.02286,5
2009,LL fishery,Sex combined,5,9,0.00577,5
2010,LL fishery,Sex combined,5,25,0.01637,5
2011,LL fishery,Sex combined,5,21,0.01433,5
2012,LL fishery,Sex combined,5,59,0.03874,5
2013,LL fishery,Sex combined,5,44,0.03364,5
2014,LL fishery,Sex combined,5,28,0.02093,5
2015,LL fishery,Sex combined,5,34,0.02826,5
2016,LL fishery,Sex combined,5,43,0.03043,5
2017,LL fishery,Sex combined,5,62,0.04366,5
2018,LL fishery,Sex combined,5,82,0.06245,5
2019,LL fishery,Sex combined,5,60,0.04626,5
2020,LL fishery,Sex combined,5,120,0.09266,5
2021,LL fishery,Sex combined,5,68,0.09227,5
2022,LL fishery,Sex combined,5,108,0.09515,5
2002,LL survey,Sex combined,5,36,0.05643,5
2003,LL survey,Sex combined,5,37,0.04744,5
2004,LL survey,Sex combined,5,17,0.02307,5
2005,LL survey,Sex combined,5,19,0.02189,5
2006,LL survey,Sex combined,5,2,0.00273,5
2007,LL survey,Sex combined,5,42,0.05699,5
2008,LL survey,Sex combined,5,17,0.02805,5
2009,LL survey,Sex combined,5,16,0.02589,5
2010,LL survey,Sex combined,5,11,0.01818,5
2011,LL survey,Sex combined,5,37,0.05473,5
2012,LL survey,Sex combined,5,95,0.13122,5
2013,LL survey,Sex combined,5,25,0.04673,5
2014,LL survey,Sex combined,5,14,0.025,5
2015,LL survey,Sex combined,5,31,0.06314,5
2016,LL survey,Sex combined,5,31,0.05616,5
2017,LL survey,Sex combined,5,82,0.13735,5
2018,LL survey,Sex combined,5,69,0.12278,5
2019,LL survey,Sex combined,5,68,0.14561,5
2020,LL survey,Sex combined,5,118,0.19218,5
2021,LL survey,Sex combined,5,188,0.29238,5
2022,LL survey,Sex combined,5,93,0.14396,5
1997,LL survey,Sex combined,5,6,0.01149,5
1998,LL survey,Sex combined,5,18,0.05158,5
1999,LL survey,Sex combined,5,15,0.05495,5
2000,LL survey,Sex combined,5,37,0.09737,5
2001,LL survey,Sex combined,5,33,0.07466,5
2022,Pot fishery,Sex combined,5,29,0.08605,5
2002,LL fishery,Female,6,88,0.07108,6
2003,LL fishery,Female,6,100,0.09833,6
2004,LL fishery,Female,6,182,0.12037,6
2005,LL fishery,Female,6,85,0.06833,6
2006,LL fishery,Female,6,63,0.05899,6
2007,LL fishery,Female,6,45,0.04578,6
2008,LL fishery,Female,6,30,0.02959,6
2009,LL fishery,Female,6,24,0.02297,6
2010,LL fishery,Female,6,25,0.02554,6
2011,LL fishery,Female,6,26,0.02832,6
2012,LL fishery,Female,6,37,0.04009,6
2013,LL fishery,Female,6,37,0.0564,6
2014,LL fishery,Female,6,42,0.05405,6
2015,LL fishery,Female,6,27,0.03586,6
2016,LL fishery,Female,6,40,0.04381,6
2017,LL fishery,Female,6,33,0.03976,6
2018,LL fishery,Female,6,41,0.05062,6
2019,LL fishery,Female,6,70,0.08696,6
2020,LL fishery,Female,6,106,0.1352,6
2021,LL fishery,Female,6,88,0.17671,6
2022,LL fishery,Female,6,138,0.1687,6
2002,LL survey,Female,6,28,0.09524,6
2003,LL survey,Female,6,13,0.03368,6
2004,LL survey,Female,6,26,0.06582,6
2005,LL survey,Female,6,34,0.06773,6
2006,LL survey,Female,6,5,0.01202,6
2007,LL survey,Female,6,32,0.07843,6
2008,LL survey,Female,6,14,0.04167,6
2009,LL survey,Female,6,18,0.04932,6
2010,LL survey,Female,6,8,0.025,6
